condition,Answer.condition,rating,text,response,sentence,version,Answer.time_in_minutes,adjective,workerid,trial_type,trial
friends,condition 2,5,The cheesecake was ,0.20000000000000007,... good.,m,4.869633333333334,good,3,trial,11
friends,condition 2,5,The cheesecake was ,0.8,... amazing.,m,4.869633333333334,amazing,3,trial,11
friends,condition 2,5,The cheesecake was ,0,,m,4.869633333333334,other,3,trial,11
friends,condition 2,5,The chocolate chip cookies were ,0,... terrible.,m,4.869633333333334,terrible,3,trial,12
friends,condition 2,5,The chocolate chip cookies were ,0,... bad.,m,4.869633333333334,bad,3,trial,12
friends,condition 2,5,The chocolate chip cookies were ,0,... okay.,m,4.869633333333334,okay,3,trial,12
friends,condition 2,5,The chocolate chip cookies were ,0.19999999999999996,... good.,m,4.869633333333334,good,3,trial,12
friends,condition 2,5,The chocolate chip cookies were ,0.8,... amazing.,m,4.869633333333334,amazing,3,trial,12
friends,condition 2,5,The chocolate chip cookies were ,0,,m,4.869633333333334,other,3,trial,12
friends,condition 1,4,,0,... terrible.,m,2.8864666666666667,terrible,4,practice,-1
friends,condition 1,4,,0,... bad.,m,2.8864666666666667,bad,4,practice,-1
friends,condition 1,4,,0.45999999999999996,... okay.,m,2.8864666666666667,okay,4,practice,-1
friends,condition 1,4,,0.54,... good.,m,2.8864666666666667,good,4,practice,-1
friends,condition 1,4,,0,... amazing.,m,2.8864666666666667,amazing,4,practice,-1
friends,condition 1,4,,0,,m,2.8864666666666667,other,4,practice,-1
friends,condition 1,5,The chocolate cake was ,0,... terrible.,m,2.8864666666666667,terrible,4,trial,1
friends,condition 1,5,The chocolate cake was ,0,... bad.,m,2.8864666666666667,bad,4,trial,1
friends,condition 1,5,The chocolate cake was ,0,... okay.,m,2.8864666666666667,okay,4,trial,1
friends,condition 1,5,The chocolate cake was ,0.46,... good.,m,2.8864666666666667,good,4,trial,1
friends,condition 1,5,The chocolate cake was ,0.54,... amazing.,m,2.8864666666666667,amazing,4,trial,1
friends,condition 1,5,The chocolate cake was ,0,,m,2.8864666666666667,other,4,trial,1
friends,condition 1,1,The donuts were ,1,... terrible.,m,2.8864666666666667,terrible,4,trial,2
friends,condition 1,1,The donuts were ,0,... bad.,m,2.8864666666666667,bad,4,trial,2
friends,condition 1,1,The donuts were ,0,... okay.,m,2.8864666666666667,okay,4,trial,2
friends,condition 1,1,The donuts were ,0,... good.,m,2.8864666666666667,good,4,trial,2
friends,condition 1,1,The donuts were ,0,... amazing.,m,2.8864666666666667,amazing,4,trial,2
friends,condition 1,1,The donuts were ,0,,m,2.8864666666666667,other,4,trial,2
friends,condition 1,5,The carrot cake was ,0,... terrible.,m,2.8864666666666667,terrible,4,trial,3
friends,condition 1,5,The carrot cake was ,0,... bad.,m,2.8864666666666667,bad,4,trial,3
friends,condition 1,5,The carrot cake was ,0,... okay.,m,2.8864666666666667,okay,4,trial,3
friends,condition 1,5,The carrot cake was ,0.4899999999999999,... good.,m,2.8864666666666667,good,4,trial,3
friends,condition 1,5,The carrot cake was ,0.51,... amazing.,m,2.8864666666666667,amazing,4,trial,3
friends,condition 1,5,The carrot cake was ,0,,m,2.8864666666666667,other,4,trial,3
friends,condition 1,4,The chocolate chip cookies were ,0,... terrible.,m,2.8864666666666667,terrible,4,trial,4
friends,condition 1,4,The chocolate chip cookies were ,0,... bad.,m,2.8864666666666667,bad,4,trial,4
friends,condition 1,4,The chocolate chip cookies were ,0.39,... okay.,m,2.8864666666666667,okay,4,trial,4
friends,condition 1,4,The chocolate chip cookies were ,0.61,... good.,m,2.8864666666666667,good,4,trial,4
friends,condition 1,4,The chocolate chip cookies were ,0,... amazing.,m,2.8864666666666667,amazing,4,trial,4
friends,condition 1,4,The chocolate chip cookies were ,0,,m,2.8864666666666667,other,4,trial,4
friends,condition 1,6,The cheesecake was ,0,... terrible.,m,2.8864666666666667,terrible,4,trial,5
friends,condition 1,6,The cheesecake was ,0,... bad.,m,2.8864666666666667,bad,4,trial,5
friends,condition 1,6,The cheesecake was ,0,... okay.,m,2.8864666666666667,okay,4,trial,5
friends,condition 1,6,The cheesecake was ,0,... good.,m,2.8864666666666667,good,4,trial,5
friends,condition 1,6,The cheesecake was ,1,... amazing.,m,2.8864666666666667,amazing,4,trial,5
friends,condition 1,6,The cheesecake was ,0,,m,2.8864666666666667,other,4,trial,5
friends,condition 1,3,The pecan pie was ,0,... terrible.,m,2.8864666666666667,terrible,4,trial,6
friends,condition 1,3,The pecan pie was ,0,... bad.,m,2.8864666666666667,bad,4,trial,6
friends,condition 1,3,The pecan pie was ,0.68,... okay.,m,2.8864666666666667,okay,4,trial,6
friends,condition 1,3,The pecan pie was ,0.32000000000000006,... good.,m,2.8864666666666667,good,4,trial,6
friends,condition 1,3,The pecan pie was ,0,... amazing.,m,2.8864666666666667,amazing,4,trial,6
friends,condition 1,3,The pecan pie was ,0,,m,2.8864666666666667,other,4,trial,6
friends,condition 1,2,The blueberry lavender scone was ,0.22999999999999998,... terrible.,m,2.8864666666666667,terrible,4,trial,7
friends,condition 1,2,The blueberry lavender scone was ,0.65,... bad.,m,2.8864666666666667,bad,4,trial,7
friends,condition 1,2,The blueberry lavender scone was ,0.12,... okay.,m,2.8864666666666667,okay,4,trial,7
friends,condition 1,2,The blueberry lavender scone was ,0,... good.,m,2.8864666666666667,good,4,trial,7
friends,condition 1,2,The blueberry lavender scone was ,0,... amazing.,m,2.8864666666666667,amazing,4,trial,7
friends,condition 1,2,The blueberry lavender scone was ,0,,m,2.8864666666666667,other,4,trial,7
friends,condition 1,4,The apple pie was ,0,... terrible.,m,2.8864666666666667,terrible,4,trial,8
friends,condition 1,4,The apple pie was ,0,... bad.,m,2.8864666666666667,bad,4,trial,8
friends,condition 1,4,The apple pie was ,0.45,... okay.,m,2.8864666666666667,okay,4,trial,8
friends,condition 1,4,The apple pie was ,0.5499999999999999,... good.,m,2.8864666666666667,good,4,trial,8
friends,condition 1,4,The apple pie was ,0,... amazing.,m,2.8864666666666667,amazing,4,trial,8
friends,condition 1,4,The apple pie was ,0,,m,2.8864666666666667,other,4,trial,8
friends,condition 1,1,The croissants were ,1,... terrible.,m,2.8864666666666667,terrible,4,trial,9
friends,condition 1,1,The croissants were ,0,... bad.,m,2.8864666666666667,bad,4,trial,9
friends,condition 1,1,The croissants were ,0,... okay.,m,2.8864666666666667,okay,4,trial,9
friends,condition 1,1,The croissants were ,0,... good.,m,2.8864666666666667,good,4,trial,9
friends,condition 1,1,The croissants were ,0,... amazing.,m,2.8864666666666667,amazing,4,trial,9
friends,condition 1,1,The croissants were ,0,,m,2.8864666666666667,other,4,trial,9
friends,condition 1,2,The cinnamon rolls were ,0,... terrible.,m,2.8864666666666667,terrible,4,trial,10
friends,condition 1,2,The cinnamon rolls were ,0.61,... bad.,m,2.8864666666666667,bad,4,trial,10
friends,condition 1,2,The cinnamon rolls were ,0.3899999999999999,... okay.,m,2.8864666666666667,okay,4,trial,10
friends,condition 1,2,The cinnamon rolls were ,0,... good.,m,2.8864666666666667,good,4,trial,10
friends,condition 1,2,The cinnamon rolls were ,0,... amazing.,m,2.8864666666666667,amazing,4,trial,10
friends,condition 1,2,The cinnamon rolls were ,0,,m,2.8864666666666667,other,4,trial,10
friends,condition 1,3,The bear claw was ,0,... terrible.,m,2.8864666666666667,terrible,4,trial,11
friends,condition 1,3,The bear claw was ,0,... bad.,m,2.8864666666666667,bad,4,trial,11
friends,condition 1,3,The bear claw was ,0.61,... okay.,m,2.8864666666666667,okay,4,trial,11
friends,condition 1,3,The bear claw was ,0.3899999999999999,... good.,m,2.8864666666666667,good,4,trial,11
friends,condition 1,3,The bear claw was ,0,... amazing.,m,2.8864666666666667,amazing,4,trial,11
friends,condition 1,3,The bear claw was ,0,,m,2.8864666666666667,other,4,trial,11
friends,condition 1,6,The cherry pie was ,0,... terrible.,m,2.8864666666666667,terrible,4,trial,12
friends,condition 1,6,The cherry pie was ,0,... bad.,m,2.8864666666666667,bad,4,trial,12
friends,condition 1,6,The cherry pie was ,0,... okay.,m,2.8864666666666667,okay,4,trial,12
friends,condition 1,6,The cherry pie was ,0,... good.,m,2.8864666666666667,good,4,trial,12
friends,condition 1,6,The cherry pie was ,1,... amazing.,m,2.8864666666666667,amazing,4,trial,12
friends,condition 1,6,The cherry pie was ,0,,m,2.8864666666666667,other,4,trial,12
