version,adjective,condition,trial,rating,Answer.time_in_minutes,trial_type,workerid,text,sentence,Answer.condition,response
m,other,neutral,8,4,5.3452166666666665,trial,3,The pecan pie was ,,condition 2,0
m,terrible,neutral,9,1,5.3452166666666665,trial,3,The cinnamon rolls were ,... terrible.,condition 2,0.84
m,bad,neutral,9,1,5.3452166666666665,trial,3,The cinnamon rolls were ,... bad.,condition 2,0.16000000000000014
m,okay,neutral,9,1,5.3452166666666665,trial,3,The cinnamon rolls were ,... okay.,condition 2,0
m,good,neutral,9,1,5.3452166666666665,trial,3,The cinnamon rolls were ,... good.,condition 2,0
m,amazing,neutral,9,1,5.3452166666666665,trial,3,The cinnamon rolls were ,... amazing.,condition 2,0
m,other,neutral,9,1,5.3452166666666665,trial,3,The cinnamon rolls were ,,condition 2,0
m,terrible,neutral,10,6,5.3452166666666665,trial,3,The croissants were ,... terrible.,condition 2,0
m,bad,neutral,10,6,5.3452166666666665,trial,3,The croissants were ,... bad.,condition 2,0
m,okay,neutral,10,6,5.3452166666666665,trial,3,The croissants were ,... okay.,condition 2,0
m,good,neutral,10,6,5.3452166666666665,trial,3,The croissants were ,... good.,condition 2,0.06999999999999995
m,amazing,neutral,10,6,5.3452166666666665,trial,3,The croissants were ,... amazing.,condition 2,0.93
m,other,neutral,10,6,5.3452166666666665,trial,3,The croissants were ,,condition 2,0
m,terrible,neutral,11,2,5.3452166666666665,trial,3,The chocolate cake was ,... terrible.,condition 2,0.36
m,bad,neutral,11,2,5.3452166666666665,trial,3,The chocolate cake was ,... bad.,condition 2,0.5499999999999999
m,okay,neutral,11,2,5.3452166666666665,trial,3,The chocolate cake was ,... okay.,condition 2,0.09
m,good,neutral,11,2,5.3452166666666665,trial,3,The chocolate cake was ,... good.,condition 2,0
m,amazing,neutral,11,2,5.3452166666666665,trial,3,The chocolate cake was ,... amazing.,condition 2,0
m,other,neutral,11,2,5.3452166666666665,trial,3,The chocolate cake was ,,condition 2,0
m,terrible,neutral,12,1,5.3452166666666665,trial,3,The donuts were ,... terrible.,condition 2,0.87
m,bad,neutral,12,1,5.3452166666666665,trial,3,The donuts were ,... bad.,condition 2,0.13000000000000012
m,okay,neutral,12,1,5.3452166666666665,trial,3,The donuts were ,... okay.,condition 2,0
m,good,neutral,12,1,5.3452166666666665,trial,3,The donuts were ,... good.,condition 2,0
m,amazing,neutral,12,1,5.3452166666666665,trial,3,The donuts were ,... amazing.,condition 2,0
m,other,neutral,12,1,5.3452166666666665,trial,3,The donuts were ,,condition 2,0
m,terrible,neutral,-1,4,4.85915,practice,4,,... terrible.,condition 2,0
m,bad,neutral,-1,4,4.85915,practice,4,,... bad.,condition 2,0
m,okay,neutral,-1,4,4.85915,practice,4,,... okay.,condition 2,0.45
m,good,neutral,-1,4,4.85915,practice,4,,... good.,condition 2,0.55
m,amazing,neutral,-1,4,4.85915,practice,4,,... amazing.,condition 2,0
m,other,neutral,-1,4,4.85915,practice,4,,,condition 2,0
m,terrible,neutral,1,5,4.85915,trial,4,The cheesecake was ,... terrible.,condition 2,0
m,bad,neutral,1,5,4.85915,trial,4,The cheesecake was ,... bad.,condition 2,0
m,okay,neutral,1,5,4.85915,trial,4,The cheesecake was ,... okay.,condition 2,0.29
m,good,neutral,1,5,4.85915,trial,4,The cheesecake was ,... good.,condition 2,0.43
m,amazing,neutral,1,5,4.85915,trial,4,The cheesecake was ,... amazing.,condition 2,0.2799999999999999
m,other,neutral,1,5,4.85915,trial,4,The cheesecake was ,,condition 2,0
m,terrible,neutral,2,1,4.85915,trial,4,The donuts were ,... terrible.,condition 2,0.73
m,bad,neutral,2,1,4.85915,trial,4,The donuts were ,... bad.,condition 2,0.27
m,okay,neutral,2,1,4.85915,trial,4,The donuts were ,... okay.,condition 2,0
m,good,neutral,2,1,4.85915,trial,4,The donuts were ,... good.,condition 2,0
m,amazing,neutral,2,1,4.85915,trial,4,The donuts were ,... amazing.,condition 2,0
m,other,neutral,2,1,4.85915,trial,4,The donuts were ,,condition 2,0
m,terrible,neutral,3,5,4.85915,trial,4,The cherry pie was ,... terrible.,condition 2,0
m,bad,neutral,3,5,4.85915,trial,4,The cherry pie was ,... bad.,condition 2,0
m,okay,neutral,3,5,4.85915,trial,4,The cherry pie was ,... okay.,condition 2,0.21
m,good,neutral,3,5,4.85915,trial,4,The cherry pie was ,... good.,condition 2,0.39
m,amazing,neutral,3,5,4.85915,trial,4,The cherry pie was ,... amazing.,condition 2,0.3999999999999999
m,other,neutral,3,5,4.85915,trial,4,The cherry pie was ,,condition 2,2.220446049250313e-16
m,terrible,neutral,4,6,4.85915,trial,4,The bear claw was ,... terrible.,condition 2,0
m,bad,neutral,4,6,4.85915,trial,4,The bear claw was ,... bad.,condition 2,0
m,okay,neutral,4,6,4.85915,trial,4,The bear claw was ,... okay.,condition 2,0.1
m,good,neutral,4,6,4.85915,trial,4,The bear claw was ,... good.,condition 2,0.12
m,amazing,neutral,4,6,4.85915,trial,4,The bear claw was ,... amazing.,condition 2,0.78
m,other,neutral,4,6,4.85915,trial,4,The bear claw was ,,condition 2,0
m,terrible,neutral,5,2,4.85915,trial,4,The blueberry lavender scone was ,... terrible.,condition 2,0.61
m,bad,neutral,5,2,4.85915,trial,4,The blueberry lavender scone was ,... bad.,condition 2,0.3900000000000001
m,okay,neutral,5,2,4.85915,trial,4,The blueberry lavender scone was ,... okay.,condition 2,0
m,good,neutral,5,2,4.85915,trial,4,The blueberry lavender scone was ,... good.,condition 2,1.1102230246251565e-16
m,amazing,neutral,5,2,4.85915,trial,4,The blueberry lavender scone was ,... amazing.,condition 2,0
m,other,neutral,5,2,4.85915,trial,4,The blueberry lavender scone was ,,condition 2,0
m,terrible,neutral,6,2,4.85915,trial,4,The pecan pie was ,... terrible.,condition 2,0.2
m,bad,neutral,6,2,4.85915,trial,4,The pecan pie was ,... bad.,condition 2,0.44000000000000017
m,okay,neutral,6,2,4.85915,trial,4,The pecan pie was ,... okay.,condition 2,0.3599999999999999
m,good,neutral,6,2,4.85915,trial,4,The pecan pie was ,... good.,condition 2,0
m,amazing,neutral,6,2,4.85915,trial,4,The pecan pie was ,... amazing.,condition 2,0
m,other,neutral,6,2,4.85915,trial,4,The pecan pie was ,,condition 2,0
m,terrible,neutral,7,4,4.85915,trial,4,The carrot cake was ,... terrible.,condition 2,0
m,bad,neutral,7,4,4.85915,trial,4,The carrot cake was ,... bad.,condition 2,0
m,okay,neutral,7,4,4.85915,trial,4,The carrot cake was ,... okay.,condition 2,0.29000000000000015
m,good,neutral,7,4,4.85915,trial,4,The carrot cake was ,... good.,condition 2,0.36
m,amazing,neutral,7,4,4.85915,trial,4,The carrot cake was ,... amazing.,condition 2,0.34999999999999987
m,other,neutral,7,4,4.85915,trial,4,The carrot cake was ,,condition 2,0
m,terrible,neutral,8,3,4.85915,trial,4,The chocolate cake was ,... terrible.,condition 2,0
m,bad,neutral,8,3,4.85915,trial,4,The chocolate cake was ,... bad.,condition 2,0.05999999999999994
m,okay,neutral,8,3,4.85915,trial,4,The chocolate cake was ,... okay.,condition 2,0.46
m,good,neutral,8,3,4.85915,trial,4,The chocolate cake was ,... good.,condition 2,0.48
m,amazing,neutral,8,3,4.85915,trial,4,The chocolate cake was ,... amazing.,condition 2,0
m,other,neutral,8,3,4.85915,trial,4,The chocolate cake was ,,condition 2,0
m,terrible,neutral,9,3,4.85915,trial,4,The croissants were ,... terrible.,condition 2,0
m,bad,neutral,9,3,4.85915,trial,4,The croissants were ,... bad.,condition 2,0.45
m,okay,neutral,9,3,4.85915,trial,4,The croissants were ,... okay.,condition 2,0.44999999999999996
m,good,neutral,9,3,4.85915,trial,4,The croissants were ,... good.,condition 2,0.10000000000000009
m,amazing,neutral,9,3,4.85915,trial,4,The croissants were ,... amazing.,condition 2,0
m,other,neutral,9,3,4.85915,trial,4,The croissants were ,,condition 2,0
m,terrible,neutral,10,1,4.85915,trial,4,The red velvet cake was ,... terrible.,condition 2,0.7
m,bad,neutral,10,1,4.85915,trial,4,The red velvet cake was ,... bad.,condition 2,0.30000000000000004
m,okay,neutral,10,1,4.85915,trial,4,The red velvet cake was ,... okay.,condition 2,0
m,good,neutral,10,1,4.85915,trial,4,The red velvet cake was ,... good.,condition 2,0
m,amazing,neutral,10,1,4.85915,trial,4,The red velvet cake was ,... amazing.,condition 2,0
m,other,neutral,10,1,4.85915,trial,4,The red velvet cake was ,,condition 2,1.1102230246251565e-16
m,terrible,neutral,11,4,4.85915,trial,4,The chocolate chip cookies were ,... terrible.,condition 2,0
m,bad,neutral,11,4,4.85915,trial,4,The chocolate chip cookies were ,... bad.,condition 2,0
m,okay,neutral,11,4,4.85915,trial,4,The chocolate chip cookies were ,... okay.,condition 2,0.41
m,good,neutral,11,4,4.85915,trial,4,The chocolate chip cookies were ,... good.,condition 2,0.5900000000000001
m,amazing,neutral,11,4,4.85915,trial,4,The chocolate chip cookies were ,... amazing.,condition 2,1.1102230246251565e-16
m,other,neutral,11,4,4.85915,trial,4,The chocolate chip cookies were ,,condition 2,0
m,terrible,neutral,12,6,4.85915,trial,4,The cinnamon rolls were ,... terrible.,condition 2,0
m,bad,neutral,12,6,4.85915,trial,4,The cinnamon rolls were ,... bad.,condition 2,0
m,okay,neutral,12,6,4.85915,trial,4,The cinnamon rolls were ,... okay.,condition 2,0
m,good,neutral,12,6,4.85915,trial,4,The cinnamon rolls were ,... good.,condition 2,0.30000000000000004
m,amazing,neutral,12,6,4.85915,trial,4,The cinnamon rolls were ,... amazing.,condition 2,0.7
m,other,neutral,12,6,4.85915,trial,4,The cinnamon rolls were ,,condition 2,0
