modal2,image,Answer.time_in_minutes,rating1,rating_other,sentence2,workerid,rating2,type,modal1,percent_window,condition,reverse_sent_order,sentence1,Answer.condition
might,./stim/images/prob_50_5.png,20.493816666666667,0.16,0,You might get one.,20,0.8400000000000001,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_4.png,20.493816666666667,0.22,0,You might get one.,20,0.78,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_5.png,20.493816666666667,1,0,You might get one.,20,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_1.png,20.493816666666667,0.96,0,You might get one.,20,0.039999999999999925,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,20.493816666666667,1,0,You might get one.,20,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_2.png,20.493816666666667,0.76,0,You might get one.,20,0.23999999999999988,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_5.png,20.493816666666667,0,0.08999999999999997,You might get one.,20,0.91,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_5.png,20.493816666666667,0.61,0,You might get one.,20,0.3899999999999999,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_5.png,20.493816666666667,0,0,You might get one.,20,1,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_1.png,20.493816666666667,1,0,You might get one.,20,0,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_5.png,20.493816666666667,0.26,0,You might get one.,20,0.73,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_1.png,20.493816666666667,1,0,You might get one.,20,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_1.png,20.493816666666667,0.3700000000000001,0,You might get one.,20,0.63,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_4.png,20.493816666666667,0,1,You might get one.,20,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_4.png,20.493816666666667,0.9099999999999999,0,You might get one.,20,0.09,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_3.png,20.493816666666667,0,0.4900000000000001,You might get one.,20,0.51,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_2.png,20.493816666666667,0.27,0,You might get one.,20,0.73,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_4.png,20.493816666666667,0.81,0,You might get one.,20,0.18999999999999984,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_3.png,20.493816666666667,0,0.38,You might get one.,20,0.62,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_5.png,20.493816666666667,0.78,0,You might get one.,20,0.21999999999999986,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_3.png,20.493816666666667,0.78,0,You might get one.,20,0.22,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_2.png,20.493816666666667,0.18999999999999995,0,You might get one.,20,0.81,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_4.png,20.493816666666667,0,1,You might get one.,20,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_2.png,20.493816666666667,0.12,0,You might get one.,20,0.8799999999999999,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_2.png,20.493816666666667,0.13,0,You might get one.,20,0.87,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_3.png,20.493816666666667,0.7799999999999999,0,You might get one.,20,0.22000000000000008,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_4.png,20.493816666666667,1,0,You might get one.,20,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_3.png,20.493816666666667,0.67,0,You might get one.,20,0.32999999999999985,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_3.png,20.493816666666667,0.05999999999999994,0,You might get one.,20,0.94,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_3.png,15.968683333333333,1,0,You might get one.,21,0,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_4.png,15.968683333333333,0.51,0,You might get one.,21,0.49,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_1.png,15.968683333333333,0,1,You might get one.,21,0,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_3.png,15.968683333333333,0,0,You might get one.,21,1,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_3.png,15.968683333333333,0,0,You might get one.,21,1,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_5.png,15.968683333333333,0,1,You might get one.,21,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_3.png,15.968683333333333,0,0,You might get one.,21,1,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_4.png,15.968683333333333,0,0,You might get one.,21,1,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_1.png,15.968683333333333,0,0,You might get one.,21,1,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_1.png,15.968683333333333,0,0,You might get one.,21,1,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_5.png,15.968683333333333,0,1,You might get one.,21,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,15.968683333333333,0,1,You might get one.,21,0,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_1.png,15.968683333333333,0,0,You might get one.,21,1,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_5.png,15.968683333333333,1,0,You might get one.,21,0,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_4.png,15.968683333333333,0,0,You might get one.,21,1,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_3.png,15.968683333333333,0,0,You might get one.,21,1,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_3.png,15.968683333333333,0,1,You might get one.,21,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_5.png,15.968683333333333,0,0,You might get one.,21,1,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_1.png,15.968683333333333,0,0,You might get one.,21,1,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_2.png,15.968683333333333,0.51,0,You might get one.,21,0.49,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_5.png,15.968683333333333,0,0,You might get one.,21,1,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_1.png,15.968683333333333,0,0,You might get one.,21,1,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_2.png,15.968683333333333,0,0,You might get one.,21,1,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_1.png,15.968683333333333,0,0,You might get one.,21,1,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_1.png,15.968683333333333,0,0,You might get one.,21,1,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_3.png,15.968683333333333,0,0,You might get one.,21,1,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_2.png,15.968683333333333,0.5,0,You might get one.,21,0.5,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_2.png,15.968683333333333,0,0,You might get one.,21,1,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_2.png,15.968683333333333,0,0,You might get one.,21,1,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_4.png,15.968683333333333,0,1,You might get one.,21,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_5.png,15.968683333333333,0,1,You might get one.,21,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_1.png,15.968683333333333,0,1,You might get one.,21,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_5.png,15.968683333333333,0,0,You might get one.,21,1,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_4.png,15.968683333333333,1,0,You might get one.,21,0,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_3.png,15.968683333333333,1,0,You might get one.,21,0,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_1.png,15.968683333333333,1,0,You might get one.,21,0,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_5.png,18.947266666666668,0.13,0.040000000000000036,You might get one.,22,0.8300000000000001,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_4.png,18.947266666666668,0.030000000000000027,0.030000000000000027,You might get one.,22,0.94,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_2.png,18.947266666666668,0.66,0,You might get one.,22,0.33999999999999997,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_2.png,18.947266666666668,0.04,0,You might get one.,22,0.96,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_1.png,18.947266666666668,0.94,0,You might get one.,22,0.060000000000000164,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_4.png,18.947266666666668,0,0.7600000000000001,You might get one.,22,0.24,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_4.png,18.947266666666668,0.59,0,You might get one.,22,0.4099999999999999,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_2.png,18.947266666666668,0.35,0,You might get one.,22,0.6499999999999999,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_3.png,18.947266666666668,0.84,0,You might get one.,22,0.15999999999999992,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_1.png,18.947266666666668,0,0.34,You might get one.,22,0.66,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_4.png,18.947266666666668,0.91,0,You might get one.,22,0.09000000000000008,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,18.947266666666668,0,1,You might get one.,22,0,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_4.png,18.947266666666668,0,0.29,You might get one.,22,0.7100000000000001,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_3.png,18.947266666666668,0,0.55,You might get one.,22,0.44999999999999984,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_5.png,18.947266666666668,0,0.54,You might get one.,22,0.4600000000000001,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_3.png,18.947266666666668,0.3599999999999999,0,You might get one.,22,0.64,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_4.png,18.947266666666668,0.24,0.76,You might get one.,22,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_4.png,18.947266666666668,0.24,0.76,You might get one.,22,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_3.png,18.947266666666668,0.18000000000000005,0,You might get one.,22,0.82,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_1.png,18.947266666666668,0.8599999999999999,0,You might get one.,22,0.14,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_5.png,18.947266666666668,0,0.84,You might get one.,22,0.15999999999999992,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_3.png,18.947266666666668,0.08,0.18000000000000016,You might get one.,22,0.74,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_1.png,18.947266666666668,0,0.66,You might get one.,22,0.33999999999999997,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_2.png,18.947266666666668,0.04,0.09999999999999987,You might get one.,22,0.86,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_3.png,18.947266666666668,0.050000000000000044,0.95,You might get one.,22,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_4.png,18.947266666666668,0.16,0,You might get one.,22,0.8400000000000001,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_4.png,18.947266666666668,0.06,0,You might get one.,22,0.94,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_1.png,18.947266666666668,0,0.86,You might get one.,22,0.1399999999999999,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_5.png,18.947266666666668,0,0.98,You might get one.,22,0.019999999999999907,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_1.png,18.947266666666668,0.32999999999999996,0,You might get one.,22,0.67,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_1.png,18.947266666666668,0,0.89,You might get one.,22,0.1100000000000001,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_3.png,18.947266666666668,0.16000000000000014,0,You might get one.,22,0.84,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_3.png,18.947266666666668,0.029999999999999916,0.97,You might get one.,22,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_5.png,18.947266666666668,0.07999999999999996,0,You might get one.,22,0.92,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_4.png,18.947266666666668,0,0.98,You might get one.,22,0.020000000000000018,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_2.png,18.947266666666668,0,0.98,You might get one.,22,0.020000000000000018,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_5.png,9.126766666666667,0,0,You might get one.,23,1,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_1.png,9.126766666666667,0,0,You might get one.,23,1,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_1.png,9.126766666666667,1,0,You might get one.,23,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_2.png,9.126766666666667,0,1,You might get one.,23,0,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_2.png,9.126766666666667,0,1,You might get one.,23,0,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_1.png,9.126766666666667,0.45000000000000007,0,You might get one.,23,0.55,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_4.png,9.126766666666667,0,1,You might get one.,23,0,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_4.png,9.126766666666667,0,0.18000000000000005,You might get one.,23,0.82,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_2.png,9.126766666666667,0,0.18999999999999984,You might get one.,23,0.81,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,9.126766666666667,1,0,You might get one.,23,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,9.126766666666667,1,0,You might get one.,23,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_4.png,9.126766666666667,0,0.29000000000000004,You might get one.,23,0.71,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_3.png,9.126766666666667,0,0.49,You might get one.,23,0.51,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_3.png,9.126766666666667,0,0.19000000000000006,You might get one.,23,0.81,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_4.png,9.126766666666667,0,0.28,You might get one.,23,0.72,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_4.png,9.126766666666667,1,0,You might get one.,23,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_2.png,9.126766666666667,0,0.51,You might get one.,23,0.49,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_4.png,9.126766666666667,0,0.18000000000000005,You might get one.,23,0.82,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_5.png,9.126766666666667,0,0.22999999999999998,You might get one.,23,0.77,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_1.png,9.126766666666667,0,0.69,You might get one.,23,0.31,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_1.png,9.126766666666667,0,1,You might get one.,23,0,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_2.png,9.126766666666667,0,1,You might get one.,23,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_5.png,9.126766666666667,0,0.7699999999999999,You might get one.,23,0.23,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_4.png,9.126766666666667,0,0.5399999999999999,You might get one.,23,0.46,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_1.png,9.126766666666667,0,0.81,You might get one.,23,0.19,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_2.png,9.126766666666667,0,0.9199999999999999,You might get one.,23,0.08,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_4.png,9.126766666666667,1,0,You might get one.,23,0,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_4.png,9.126766666666667,0,1,You might get one.,23,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_5.png,9.126766666666667,1,0,You might get one.,23,0,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_4.png,9.126766666666667,0,0.47999999999999987,You might get one.,23,0.52,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_3.png,9.126766666666667,0,0.75,You might get one.,23,0.25,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_5.png,9.126766666666667,1,0,You might get one.,23,0,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_5.png,9.126766666666667,1,0,You might get one.,23,0,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_2.png,9.126766666666667,0.73,0,You might get one.,23,0.27,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_5.png,9.126766666666667,0.88,0,You might get one.,23,0.11999999999999988,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_5.png,9.126766666666667,0,0.2699999999999999,You might get one.,23,0.73,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_4.png,16.18563333333333,0.94,0,You might get one.,24,0.05999999999999994,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_4.png,16.18563333333333,0,0.020000000000000018,You might get one.,24,0.98,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_2.png,16.18563333333333,0,0,You might get one.,24,1,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_2.png,16.18563333333333,1,0,You might get one.,24,0,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_1.png,16.18563333333333,0,1,You might get one.,24,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_1.png,16.18563333333333,0,0,You might get one.,24,1,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_2.png,16.18563333333333,0,1,You might get one.,24,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_5.png,16.18563333333333,0,0,You might get one.,24,1,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_2.png,16.18563333333333,0,0,You might get one.,24,1,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_5.png,16.18563333333333,0.09999999999999998,0,You might get one.,24,0.9,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,16.18563333333333,0,1,You might get one.,24,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_1.png,16.18563333333333,0.40000000000000013,0,You might get one.,24,0.6,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,16.18563333333333,0,0.98,You might get one.,24,0.020000000000000018,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_5.png,16.18563333333333,0,0,You might get one.,24,1,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_2.png,16.18563333333333,1,0,You might get one.,24,0,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_1.png,16.18563333333333,0.31999999999999984,0,You might get one.,24,0.68,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_4.png,16.18563333333333,0.44999999999999996,0,You might get one.,24,0.55,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_1.png,16.18563333333333,0,1,You might get one.,24,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_3.png,16.18563333333333,1,0,You might get one.,24,0,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_5.png,16.18563333333333,0,0,You might get one.,24,1,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_5.png,16.18563333333333,0,0,You might get one.,24,1,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_3.png,16.18563333333333,0,0,You might get one.,24,1,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_2.png,16.18563333333333,0,1,You might get one.,24,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_2.png,16.18563333333333,0,0,You might get one.,24,1,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_5.png,16.18563333333333,0,0,You might get one.,24,1,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_2.png,16.18563333333333,0,1,You might get one.,24,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_4.png,16.18563333333333,0,0,You might get one.,24,1,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_5.png,16.18563333333333,0,0,You might get one.,24,1,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_3.png,16.18563333333333,0,0,You might get one.,24,1,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_3.png,16.18563333333333,0,0,You might get one.,24,1,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_3.png,16.18563333333333,1,0,You might get one.,24,0,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,16.18563333333333,0,1,You might get one.,24,0,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_5.png,16.18563333333333,0,0,You might get one.,24,1,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_5.png,16.18563333333333,0,0,You might get one.,24,1,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_4.png,16.18563333333333,0,0,You might get one.,24,1,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_2.png,16.18563333333333,1,0,You might get one.,24,0,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_5.png,12.21135,1,0,You might get one.,25,0,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_4.png,12.21135,0,0,You might get one.,25,1,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_5.png,12.21135,0,1,You might get one.,25,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_1.png,12.21135,1,0,You might get one.,25,0,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_2.png,12.21135,0,0,You might get one.,25,1,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_4.png,12.21135,0,0,You might get one.,25,1,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_3.png,12.21135,0,0,You might get one.,25,1,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_5.png,12.21135,0,0,You might get one.,25,1,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_3.png,12.21135,0.64,0,You might get one.,25,0.3599999999999999,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_2.png,12.21135,0,1,You might get one.,25,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_1.png,12.21135,0,1,You might get one.,25,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_1.png,12.21135,0,0,You might get one.,25,1,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_1.png,12.21135,0,0,You might get one.,25,1,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_3.png,12.21135,0,0,You might get one.,25,1,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_1.png,12.21135,0,0,You might get one.,25,1,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_2.png,12.21135,1,0,You might get one.,25,0,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_2.png,12.21135,0,1,You might get one.,25,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_3.png,12.21135,0,1,You might get one.,25,0,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_4.png,12.21135,0,0,You might get one.,25,1,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_3.png,12.21135,1,0,You might get one.,25,0,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_2.png,12.21135,0,0,You might get one.,25,1,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_4.png,12.21135,1,0,You might get one.,25,0,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_1.png,12.21135,1,0,You might get one.,25,0,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_2.png,12.21135,0,1,You might get one.,25,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_5.png,12.21135,0,0,You might get one.,25,1,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_3.png,12.21135,0,0,You might get one.,25,1,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,12.21135,0,1,You might get one.,25,0,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_1.png,12.21135,1,0,You might get one.,25,0,window_5,probably,90,5,1,You'll probably get one.,undefined
