type,sentence2,Answer.condition,rating_other,modal2,sentence1,rating1,image,workerid,reverse_sent_order,modal1,Answer.time_in_minutes,condition,rating2,percent_window
aisle_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_90_2.png,5,0,probably,8.364833333333333,3,0,90
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_25_5.png,5,0,probably,8.364833333333333,3,1,25
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_50_1.png,5,0,probably,8.364833333333333,3,1,50
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_40_1.png,5,0,probably,8.364833333333333,3,1,40
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_90_2.png,5,0,probably,8.364833333333333,3,0,90
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_90_1.png,5,0,probably,8.364833333333333,3,0,90
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_75_3.png,5,0,probably,8.364833333333333,3,1,75
window_3,You might get one.,undefined,0.43999999999999995,might,You'll probably get one.,0,./stim/images/prob_50_4.png,5,0,probably,8.364833333333333,3,0.56,50
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_40_3.png,5,0,probably,8.364833333333333,3,1,40
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_10_3.png,5,0,probably,8.364833333333333,3,0,10
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_50_2.png,5,0,probably,8.364833333333333,3,1,50
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_100_2.png,5,0,probably,8.364833333333333,3,0,100
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_75_2.png,5,0,probably,8.364833333333333,3,0,75
aisle_3,You might get one.,undefined,0.69,might,You'll probably get one.,0,./stim/images/prob_75_4.png,5,0,probably,8.364833333333333,3,0.31,75
window_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_0_2.png,5,0,probably,8.364833333333333,3,0,0
window_3,You might get one.,undefined,0.78,might,You'll probably get one.,0,./stim/images/prob_10_4.png,5,0,probably,8.364833333333333,3,0.22,10
window_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_0_2.png,5,0,probably,8.364833333333333,3,0,0
aisle_3,You might get one.,undefined,0.029999999999999805,might,You'll probably get one.,0.04,./stim/images/prob_75_5.png,6,1,probably,18.3069,3,0.93,75
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_0_3.png,6,1,probably,18.3069,3,0,0
window_3,You might get one.,undefined,0.03,might,You'll probably get one.,0.3599999999999999,./stim/images/prob_25_1.png,6,1,probably,18.3069,3,0.61,25
aisle_3,You might get one.,undefined,0.21999999999999997,might,You'll probably get one.,0.78,./stim/images/prob_0_2.png,6,1,probably,18.3069,3,0,0
aisle_3,You might get one.,undefined,0.2499999999999999,might,You'll probably get one.,0.14,./stim/images/prob_60_1.png,6,1,probably,18.3069,3,0.61,60
window_3,You might get one.,undefined,0.20999999999999996,might,You'll probably get one.,0.65,./stim/images/prob_75_2.png,6,1,probably,18.3069,3,0.14000000000000012,75
aisle_3,You might get one.,undefined,0.48,might,You'll probably get one.,0.52,./stim/images/prob_100_1.png,6,1,probably,18.3069,3,0,100
window_3,You might get one.,undefined,0.21999999999999997,might,You'll probably get one.,0.46,./stim/images/prob_40_1.png,6,1,probably,18.3069,3,0.32,40
aisle_3,You might get one.,undefined,0.23,might,You'll probably get one.,0.2799999999999999,./stim/images/prob_40_2.png,6,1,probably,18.3069,3,0.49,40
aisle_3,You might get one.,undefined,0.21,might,You'll probably get one.,0.75,./stim/images/prob_10_3.png,6,1,probably,18.3069,3,0.039999999999999925,10
window_3,You might get one.,undefined,0.020000000000000018,might,You'll probably get one.,0.58,./stim/images/prob_90_4.png,6,1,probably,18.3069,3,0.4,90
aisle_3,You might get one.,undefined,0.27,might,You'll probably get one.,0.21,./stim/images/prob_50_1.png,6,1,probably,18.3069,3,0.5199999999999999,50
window_3,You might get one.,undefined,0.14,might,You'll probably get one.,0.42,./stim/images/prob_60_1.png,6,1,probably,18.3069,3,0.44,60
window_3,You might get one.,undefined,0.5599999999999999,might,You'll probably get one.,0.44,./stim/images/prob_100_3.png,6,1,probably,18.3069,3,0,100
window_3,You might get one.,undefined,0.07999999999999996,might,You'll probably get one.,0.42,./stim/images/prob_75_5.png,6,1,probably,18.3069,3,0.5,75
aisle_3,You might get one.,undefined,0.1200000000000001,might,You'll probably get one.,0.18,./stim/images/prob_75_1.png,6,1,probably,18.3069,3,0.7,75
aisle_3,You might get one.,undefined,0.08,might,You'll probably get one.,0.84,./stim/images/prob_10_4.png,6,1,probably,18.3069,3,0.08000000000000007,10
window_3,You might get one.,undefined,0.31000000000000005,might,You'll probably get one.,0.08,./stim/images/prob_10_4.png,6,1,probably,18.3069,3,0.61,10
window_3,You might get one.,undefined,0.27000000000000013,might,You'll probably get one.,0.38,./stim/images/prob_50_2.png,6,1,probably,18.3069,3,0.35,50
window_3,You might get one.,undefined,0.15000000000000002,might,You'll probably get one.,0.65,./stim/images/prob_90_5.png,6,1,probably,18.3069,3,0.20000000000000007,90
aisle_3,You might get one.,undefined,0.08000000000000018,might,You'll probably get one.,0.32,./stim/images/prob_60_4.png,6,1,probably,18.3069,3,0.6,60
aisle_3,You might get one.,undefined,0.02000000000000013,might,You'll probably get one.,0.31,./stim/images/prob_50_3.png,6,1,probably,18.3069,3,0.67,50
window_3,You might get one.,undefined,0.30999999999999994,might,You'll probably get one.,0.09,./stim/images/prob_40_2.png,6,1,probably,18.3069,3,0.6,40
aisle_3,You might get one.,undefined,0.10999999999999999,might,You'll probably get one.,0.64,./stim/images/prob_25_2.png,6,1,probably,18.3069,3,0.25,25
window_3,You might get one.,undefined,0,might,You'll probably get one.,0.51,./stim/images/prob_50_5.png,6,1,probably,18.3069,3,0.49,50
window_3,You might get one.,undefined,0.25,might,You'll probably get one.,0.15999999999999992,./stim/images/prob_25_5.png,6,1,probably,18.3069,3,0.59,25
window_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_0_5.png,6,1,probably,18.3069,3,0,0
window_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_0_1.png,6,1,probably,18.3069,3,0,0
aisle_3,You might get one.,undefined,0.10999999999999988,might,You'll probably get one.,0.39,./stim/images/prob_40_5.png,6,1,probably,18.3069,3,0.5,40
aisle_3,You might get one.,undefined,0.3,might,You'll probably get one.,0.019999999999999796,./stim/images/prob_90_1.png,6,1,probably,18.3069,3,0.68,90
window_3,You might get one.,undefined,0.5,might,You'll probably get one.,0.5,./stim/images/prob_100_2.png,6,1,probably,18.3069,3,0,100
window_3,You might get one.,undefined,0.15000000000000013,might,You'll probably get one.,0.48,./stim/images/prob_60_3.png,6,1,probably,18.3069,3,0.37,60
aisle_3,You might get one.,undefined,0.24,might,You'll probably get one.,0.07999999999999985,./stim/images/prob_90_4.png,6,1,probably,18.3069,3,0.68,90
aisle_3,You might get one.,undefined,0.19,might,You'll probably get one.,0.74,./stim/images/prob_25_4.png,6,1,probably,18.3069,3,0.07000000000000006,25
window_3,You might get one.,undefined,0.15999999999999992,might,You'll probably get one.,0.68,./stim/images/prob_10_4.png,6,1,probably,18.3069,3,0.16,10
aisle_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_100_2.png,6,1,probably,18.3069,3,0,100
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_10_2.png,7,0,probably,27.419266666666665,3,1,10
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_10_5.png,7,0,probably,27.419266666666665,3,0,10
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_40_1.png,7,0,probably,27.419266666666665,3,1,40
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_50_3.png,7,0,probably,27.419266666666665,3,1,50
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_0_3.png,7,0,probably,27.419266666666665,3,0,0
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_60_3.png,7,0,probably,27.419266666666665,3,1,60
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_10_5.png,7,0,probably,27.419266666666665,3,0,10
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_50_1.png,7,0,probably,27.419266666666665,3,1,50
window_3,You might get one.,undefined,0,might,You'll probably get one.,0.12,./stim/images/prob_75_5.png,7,0,probably,27.419266666666665,3,0.88,75
aisle_3,You might get one.,undefined,0.3,might,You'll probably get one.,0,./stim/images/prob_75_1.png,7,0,probably,27.419266666666665,3,0.7,75
aisle_3,You might get one.,undefined,0.29,might,You'll probably get one.,0,./stim/images/prob_75_4.png,7,0,probably,27.419266666666665,3,0.7100000000000001,75
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_100_2.png,7,0,probably,27.419266666666665,3,0,100
aisle_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_100_1.png,7,0,probably,27.419266666666665,3,0,100
window_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_0_3.png,7,0,probably,27.419266666666665,3,0,0
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_60_2.png,7,0,probably,27.419266666666665,3,1,60
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_10_5.png,7,0,probably,27.419266666666665,3,0,10
window_3,You might get one.,undefined,0.14000000000000012,might,You'll probably get one.,0,./stim/images/prob_25_2.png,7,0,probably,27.419266666666665,3,0.86,25
aisle_3,You might get one.,undefined,0.26,might,You'll probably get one.,0,./stim/images/prob_90_1.png,7,0,probably,27.419266666666665,3,0.74,90
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_50_2.png,7,0,probably,27.419266666666665,3,1,50
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_0_5.png,7,0,probably,27.419266666666665,3,0,0
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_60_4.png,7,0,probably,27.419266666666665,3,1,60
aisle_3,You might get one.,undefined,0.010000000000000009,might,You'll probably get one.,0,./stim/images/prob_40_2.png,7,0,probably,27.419266666666665,3,0.99,40
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_90_5.png,7,0,probably,27.419266666666665,3,0,90
aisle_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_100_1.png,7,0,probably,27.419266666666665,3,0,100
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_50_3.png,7,0,probably,27.419266666666665,3,1,50
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_25_3.png,7,0,probably,27.419266666666665,3,1,25
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_100_3.png,7,0,probably,27.419266666666665,3,0,100
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_60_5.png,7,0,probably,27.419266666666665,3,0.99,60
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_90_1.png,7,0,probably,27.419266666666665,3,0,90
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_75_4.png,7,0,probably,27.419266666666665,3,1,75
window_3,You might get one.,undefined,1.1102230246251565e-16,might,You'll probably get one.,0,./stim/images/prob_40_5.png,7,0,probably,27.419266666666665,3,1,40
window_3,You might get one.,undefined,1.1102230246251565e-16,might,You'll probably get one.,0,./stim/images/prob_40_4.png,7,0,probably,27.419266666666665,3,1,40
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_25_5.png,7,0,probably,27.419266666666665,3,1,25
window_3,You might get one.,undefined,1.1102230246251565e-16,might,You'll probably get one.,1,./stim/images/prob_0_5.png,7,0,probably,27.419266666666665,3,0,0
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_25_2.png,7,0,probably,27.419266666666665,3,1,25
aisle_3,You might get one.,undefined,0.30000000000000016,might,You'll probably get one.,0,./stim/images/prob_90_5.png,7,0,probably,27.419266666666665,3,0.7,90
aisle_3,You might get one.,undefined,0.11,might,You'll probably get one.,0.52,./stim/images/prob_10_3.png,8,0,probably,11.323983333333333,3,0.3699999999999999,10
window_3,You might get one.,undefined,0,might,You'll probably get one.,0.75,./stim/images/prob_90_2.png,8,0,probably,11.323983333333333,3,0.25,90
window_3,You might get one.,undefined,0,might,You'll probably get one.,0.4900000000000001,./stim/images/prob_60_4.png,8,0,probably,11.323983333333333,3,0.51,60
window_3,You might get one.,undefined,0.010000000000000009,might,You'll probably get one.,0.41,./stim/images/prob_40_3.png,8,0,probably,11.323983333333333,3,0.58,40
window_3,You might get one.,undefined,0.1299999999999999,might,You'll probably get one.,0.62,./stim/images/prob_75_4.png,8,0,probably,11.323983333333333,3,0.25,75
window_3,You might get one.,undefined,0.13,might,You'll probably get one.,0.65,./stim/images/prob_90_5.png,8,0,probably,11.323983333333333,3,0.22,90
window_3,You might get one.,undefined,0.13,might,You'll probably get one.,0.65,./stim/images/prob_90_5.png,8,0,probably,11.323983333333333,3,0.22,90
window_3,You might get one.,undefined,0.18999999999999995,might,You'll probably get one.,0.32,./stim/images/prob_25_1.png,8,0,probably,11.323983333333333,3,0.49,25
window_3,You might get one.,undefined,0.18999999999999995,might,You'll probably get one.,0.32,./stim/images/prob_25_1.png,8,0,probably,11.323983333333333,3,0.49,25
aisle_3,You might get one.,undefined,0.99,might,You'll probably get one.,0,./stim/images/prob_100_5.png,8,0,probably,11.323983333333333,3,0,100
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0.29,./stim/images/prob_60_4.png,8,0,probably,11.323983333333333,3,0.71,60
window_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_0_4.png,8,0,probably,11.323983333333333,3,0,0
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0.45,./stim/images/prob_40_5.png,8,0,probably,11.323983333333333,3,0.5499999999999999,40
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_100_2.png,8,0,probably,11.323983333333333,3,0,100
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0.23,./stim/images/prob_60_1.png,8,0,probably,11.323983333333333,3,0.77,60
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_100_5.png,8,0,probably,11.323983333333333,3,0,100
aisle_3,You might get one.,undefined,0.020000000000000018,might,You'll probably get one.,0.58,./stim/images/prob_50_2.png,8,0,probably,11.323983333333333,3,0.4,50
aisle_3,You might get one.,undefined,2.220446049250313e-16,might,You'll probably get one.,0.62,./stim/images/prob_90_1.png,8,0,probably,11.323983333333333,3,0.3799999999999999,90
aisle_3,You might get one.,undefined,2.220446049250313e-16,might,You'll probably get one.,0.62,./stim/images/prob_90_1.png,8,0,probably,11.323983333333333,3,0.3799999999999999,90
aisle_3,You might get one.,undefined,0.11999999999999988,might,You'll probably get one.,0.55,./stim/images/prob_25_5.png,8,0,probably,11.323983333333333,3,0.33,25
aisle_3,You might get one.,undefined,0.11999999999999988,might,You'll probably get one.,0.55,./stim/images/prob_25_5.png,8,0,probably,11.323983333333333,3,0.33,25
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0.32,./stim/images/prob_50_3.png,8,0,probably,11.323983333333333,3,0.6799999999999999,50
window_3,You might get one.,undefined,0,might,You'll probably get one.,0.56,./stim/images/prob_60_1.png,8,0,probably,11.323983333333333,3,0.44000000000000006,60
window_3,You might get one.,undefined,0,might,You'll probably get one.,0.4,./stim/images/prob_40_1.png,8,0,probably,11.323983333333333,3,0.6,40
window_3,You might get one.,undefined,0,might,You'll probably get one.,0.4,./stim/images/prob_40_1.png,8,0,probably,11.323983333333333,3,0.6,40
window_3,You might get one.,undefined,0,might,You'll probably get one.,0.11,./stim/images/prob_10_3.png,8,0,probably,11.323983333333333,3,0.88,10
window_3,You might get one.,undefined,0,might,You'll probably get one.,0.68,./stim/images/prob_75_2.png,8,0,probably,11.323983333333333,3,0.32000000000000006,75
aisle_3,You might get one.,undefined,0.9,might,You'll probably get one.,0,./stim/images/prob_90_2.png,8,0,probably,11.323983333333333,3,0.09999999999999998,90
aisle_3,You might get one.,undefined,0.9,might,You'll probably get one.,0,./stim/images/prob_90_2.png,8,0,probably,11.323983333333333,3,0.09999999999999998,90
window_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_0_4.png,8,0,probably,11.323983333333333,3,0,0
window_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_0_4.png,8,0,probably,11.323983333333333,3,0,0
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0.81,./stim/images/prob_10_1.png,8,0,probably,11.323983333333333,3,0.18999999999999995,10
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0.81,./stim/images/prob_10_1.png,8,0,probably,11.323983333333333,3,0.18999999999999995,10
window_3,You might get one.,undefined,0,might,You'll probably get one.,0.26,./stim/images/prob_25_3.png,8,0,probably,11.323983333333333,3,0.74,25
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0.21999999999999997,./stim/images/prob_75_2.png,8,0,probably,11.323983333333333,3,0.78,75
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0.21999999999999997,./stim/images/prob_75_2.png,8,0,probably,11.323983333333333,3,0.78,75
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_40_4.png,9,0,probably,16.631633333333333,3,1,40
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0.30000000000000004,./stim/images/prob_60_1.png,9,0,probably,16.631633333333333,3,0.7,60
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_50_2.png,9,0,probably,16.631633333333333,3,1,50
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_75_4.png,9,0,probably,16.631633333333333,3,1,75
window_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_100_3.png,9,0,probably,16.631633333333333,3,0,100
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_90_5.png,9,0,probably,16.631633333333333,3,0,90
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_10_4.png,9,0,probably,16.631633333333333,3,0,10
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0.14000000000000012,./stim/images/prob_40_4.png,9,0,probably,16.631633333333333,3,0.86,40
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_25_2.png,9,0,probably,16.631633333333333,3,1,25
aisle_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_100_1.png,9,0,probably,16.631633333333333,3,0,100
window_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_100_1.png,9,0,probably,16.631633333333333,3,0,100
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_60_4.png,9,0,probably,16.631633333333333,3,1,60
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_50_2.png,9,0,probably,16.631633333333333,3,1,50
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0.66,./stim/images/prob_25_1.png,9,0,probably,16.631633333333333,3,0.3400000000000001,25
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_10_2.png,9,0,probably,16.631633333333333,3,1,10
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_50_4.png,9,0,probably,16.631633333333333,3,1,50
window_3,You might get one.,undefined,0,might,You'll probably get one.,0.59,./stim/images/prob_75_3.png,9,0,probably,16.631633333333333,3,0.4099999999999999,75
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_75_2.png,9,0,probably,16.631633333333333,3,1,75
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_10_4.png,9,0,probably,16.631633333333333,3,0,10
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_40_2.png,9,0,probably,16.631633333333333,3,1,40
aisle_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_100_5.png,9,0,probably,16.631633333333333,3,0,100
window_3,You might get one.,undefined,0,might,You'll probably get one.,0.76,./stim/images/prob_75_4.png,9,0,probably,16.631633333333333,3,0.24,75
aisle_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_0_3.png,9,0,probably,16.631633333333333,3,0,0
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_40_1.png,9,0,probably,16.631633333333333,3,1,40
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_90_3.png,9,0,probably,16.631633333333333,3,1,90
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_60_5.png,9,0,probably,16.631633333333333,3,1,60
aisle_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_0_5.png,9,0,probably,16.631633333333333,3,0,0
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_60_1.png,9,0,probably,16.631633333333333,3,1,60
window_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_0_5.png,9,0,probably,16.631633333333333,3,0,0
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_25_1.png,9,0,probably,16.631633333333333,3,1,25
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_25_1.png,9,0,probably,16.631633333333333,3,1,25
window_3,You might get one.,undefined,1,might,You'll probably get one.,0,./stim/images/prob_0_1.png,9,0,probably,16.631633333333333,3,0,0
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_50_4.png,9,0,probably,16.631633333333333,3,1,50
window_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_10_5.png,9,0,probably,16.631633333333333,3,1,10
window_3,You might get one.,undefined,0,might,You'll probably get one.,1,./stim/images/prob_90_3.png,9,0,probably,16.631633333333333,3,0,90
aisle_3,You might get one.,undefined,0,might,You'll probably get one.,0,./stim/images/prob_90_2.png,9,0,probably,16.631633333333333,3,1,90
