percent_window,Answer.condition,sentence2,rating_other,rating2,workerid,reverse_sent_order,Answer.time_in_minutes,type,modal1,rating1,image,sentence1,condition,modal2
60,undefined,You might get one.,0,1,18,1,6.7578,window_3,probably,0,./stim/images/prob_60_5.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,1,18,1,6.7578,window_3,probably,0,./stim/images/prob_25_2.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,1,18,1,6.7578,window_3,probably,0,./stim/images/prob_60_1.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0,18,1,6.7578,window_3,probably,1,./stim/images/prob_10_5.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,1,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_50_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,18,1,6.7578,window_3,probably,0,./stim/images/prob_0_1.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0,18,1,6.7578,window_3,probably,1,./stim/images/prob_90_4.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,1,18,1,6.7578,window_3,probably,0,./stim/images/prob_50_5.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0,18,1,6.7578,aisle_3,probably,1,./stim/images/prob_10_2.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,1,18,1,6.7578,window_3,probably,0,./stim/images/prob_25_3.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_100_4.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,1,18,1,6.7578,window_3,probably,0,./stim/images/prob_40_1.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0,18,1,6.7578,window_3,probably,1,./stim/images/prob_75_5.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,1,18,1,6.7578,window_3,probably,0,./stim/images/prob_10_5.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0,18,1,6.7578,aisle_3,probably,1,./stim/images/prob_10_3.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,18,1,6.7578,window_3,probably,0,./stim/images/prob_100_4.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0,18,1,6.7578,window_3,probably,1,./stim/images/prob_90_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,1,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_50_3.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,1,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_60_5.png,You'll probably get one.,3,might
90,undefined,You might get one.,1,0,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_90_2.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,1,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_75_1.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_0_5.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,1,18,1,6.7578,window_3,probably,0,./stim/images/prob_50_3.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,1,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_75_4.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,1,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_25_1.png,You'll probably get one.,3,might
90,undefined,You might get one.,1,0,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_90_3.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,1,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_40_1.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,1,18,1,6.7578,window_3,probably,0,./stim/images/prob_40_4.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,18,1,6.7578,window_3,probably,0,./stim/images/prob_0_5.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_100_1.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0,18,1,6.7578,window_3,probably,1,./stim/images/prob_75_2.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,1,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_60_1.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,0,18,1,6.7578,aisle_3,probably,1,./stim/images/prob_25_3.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,1,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_40_3.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,18,1,6.7578,window_3,probably,0,./stim/images/prob_100_2.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,18,1,6.7578,aisle_3,probably,0,./stim/images/prob_0_5.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0.48,19,1,10.45235,aisle_3,probably,0.5200000000000001,./stim/images/prob_50_5.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.55,19,1,10.45235,window_3,probably,0.44999999999999996,./stim/images/prob_40_3.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,1,19,1,10.45235,window_3,probably,0,./stim/images/prob_25_3.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.75,19,1,10.45235,aisle_3,probably,0.2499999999999999,./stim/images/prob_75_2.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,19,1,10.45235,window_3,probably,0,./stim/images/prob_0_2.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0.65,19,1,10.45235,window_3,probably,0.34999999999999987,./stim/images/prob_10_4.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0.17999999999999994,19,1,10.45235,window_3,probably,0.82,./stim/images/prob_50_1.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.1399999999999999,19,1,10.45235,window_3,probably,0.86,./stim/images/prob_75_3.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.65,0,19,1,10.45235,aisle_3,probably,0.35,./stim/images/prob_25_5.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,19,1,10.45235,window_3,probably,0,./stim/images/prob_100_1.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.29000000000000004,0,19,1,10.45235,aisle_3,probably,0.71,./stim/images/prob_25_5.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.8799999999999999,0,19,1,10.45235,window_3,probably,0.12,./stim/images/prob_90_3.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.32999999999999996,19,1,10.45235,window_3,probably,0.67,./stim/images/prob_75_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,1,19,1,10.45235,aisle_3,probably,0,./stim/images/prob_50_3.png,You'll probably get one.,3,might
10,undefined,You might get one.,1,0,19,1,10.45235,aisle_3,probably,0,./stim/images/prob_10_1.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,19,1,10.45235,window_3,probably,0,./stim/images/prob_0_1.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.6200000000000001,0,19,1,10.45235,aisle_3,probably,0.38,./stim/images/prob_10_5.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0,19,1,10.45235,aisle_3,probably,1,./stim/images/prob_40_5.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,19,1,10.45235,aisle_3,probably,0,./stim/images/prob_0_3.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,19,1,10.45235,aisle_3,probably,0,./stim/images/prob_100_3.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.2400000000000001,19,1,10.45235,window_3,probably,0.76,./stim/images/prob_60_4.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,1,19,1,10.45235,window_3,probably,0,./stim/images/prob_40_3.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,0.44,19,1,10.45235,window_3,probably,0.5599999999999999,./stim/images/prob_25_1.png,You'll probably get one.,3,might
90,undefined,You might get one.,1,0,19,1,10.45235,window_3,probably,0,./stim/images/prob_90_3.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,19,1,10.45235,aisle_3,probably,0,./stim/images/prob_100_1.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0,19,1,10.45235,aisle_3,probably,1,./stim/images/prob_40_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,19,1,10.45235,aisle_3,probably,0,./stim/images/prob_0_4.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,19,1,10.45235,window_3,probably,0,./stim/images/prob_100_1.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.31000000000000005,19,1,10.45235,window_3,probably,0.69,./stim/images/prob_60_1.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.57,19,1,10.45235,aisle_3,probably,0.43,./stim/images/prob_60_4.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,1,19,1,10.45235,aisle_3,probably,0,./stim/images/prob_60_4.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,1,19,1,10.45235,window_3,probably,0,./stim/images/prob_10_5.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,1,19,1,10.45235,aisle_3,probably,0,./stim/images/prob_75_1.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,1,19,1,10.45235,aisle_3,probably,0,./stim/images/prob_90_2.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,1,19,1,10.45235,aisle_3,probably,0,./stim/images/prob_90_2.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0,19,1,10.45235,window_3,probably,1,./stim/images/prob_50_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,0.79,0,20,0,8.870033333333334,aisle_3,probably,0.21,./stim/images/prob_0_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.87,0.1299999999999999,20,0,8.870033333333334,aisle_3,probably,0,./stim/images/prob_90_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,0.8300000000000001,0,20,0,8.870033333333334,window_3,probably,0.17,./stim/images/prob_0_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,1,20,0,8.870033333333334,aisle_3,probably,0,./stim/images/prob_50_2.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,1,20,0,8.870033333333334,window_3,probably,0,./stim/images/prob_25_2.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,20,0,8.870033333333334,window_3,probably,0,./stim/images/prob_0_5.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,1,20,0,8.870033333333334,window_3,probably,0,./stim/images/prob_40_5.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,20,0,8.870033333333334,aisle_3,probably,0,./stim/images/prob_100_1.png,You'll probably get one.,3,might
75,undefined,You might get one.,0.08999999999999997,0.91,20,0,8.870033333333334,aisle_3,probably,0,./stim/images/prob_75_2.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.75,20,0,8.870033333333334,aisle_3,probably,0.25,./stim/images/prob_40_1.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.18999999999999995,20,0,8.870033333333334,window_3,probably,0.81,./stim/images/prob_60_2.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.7500000000000001,20,0,8.870033333333334,aisle_3,probably,0.25,./stim/images/prob_60_3.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.8700000000000001,0.13,20,0,8.870033333333334,window_3,probably,0,./stim/images/prob_10_2.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.52,20,0,8.870033333333334,window_3,probably,0.48,./stim/images/prob_60_5.png,You'll probably get one.,3,might
100,undefined,You might get one.,0.54,0,20,0,8.870033333333334,window_3,probably,0.46,./stim/images/prob_100_5.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.95,0.05,20,0,8.870033333333334,aisle_3,probably,0,./stim/images/prob_90_4.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0.7000000000000001,20,0,8.870033333333334,window_3,probably,0.3,./stim/images/prob_50_1.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,0.31000000000000016,20,0,8.870033333333334,aisle_3,probably,0.69,./stim/images/prob_25_4.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0.86,20,0,8.870033333333334,window_3,probably,0.14,./stim/images/prob_50_2.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0.82,20,0,8.870033333333334,aisle_3,probably,0.18,./stim/images/prob_50_2.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0,20,0,8.870033333333334,aisle_3,probably,1,./stim/images/prob_10_2.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.8799999999999999,0.12,20,0,8.870033333333334,window_3,probably,0,./stim/images/prob_10_4.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.7,20,0,8.870033333333334,aisle_3,probably,0.3,./stim/images/prob_40_5.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.86,20,0,8.870033333333334,window_3,probably,0.14,./stim/images/prob_40_2.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0,20,0,8.870033333333334,aisle_3,probably,1,./stim/images/prob_10_4.png,You'll probably get one.,3,might
100,undefined,You might get one.,0.9299999999999999,0,20,0,8.870033333333334,window_3,probably,0.07,./stim/images/prob_100_5.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0,20,0,8.870033333333334,window_3,probably,1,./stim/images/prob_90_3.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.15000000000000013,20,0,8.870033333333334,window_3,probably,0.85,./stim/images/prob_75_3.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.95,20,0,8.870033333333334,aisle_3,probably,0.05,./stim/images/prob_75_1.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.9099999999999999,20,0,8.870033333333334,aisle_3,probably,0.09,./stim/images/prob_60_4.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,20,0,8.870033333333334,aisle_3,probably,0,./stim/images/prob_100_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0.030000000000000027,20,0,8.870033333333334,window_3,probably,0.97,./stim/images/prob_90_4.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.26,20,0,8.870033333333334,window_3,probably,0.74,./stim/images/prob_75_1.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,0.96,20,0,8.870033333333334,window_3,probably,0.04,./stim/images/prob_25_4.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,0.59,20,0,8.870033333333334,aisle_3,probably,0.41,./stim/images/prob_25_1.png,You'll probably get one.,3,might
0,undefined,You might get one.,0.68,0,20,0,8.870033333333334,aisle_3,probably,0.32,./stim/images/prob_0_4.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,1,21,1,14.39235,window_3,probably,0,./stim/images/prob_50_5.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.86,0.1399999999999999,21,1,14.39235,window_3,probably,0,./stim/images/prob_10_5.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,1,21,1,14.39235,window_3,probably,0,./stim/images/prob_50_4.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,1,21,1,14.39235,aisle_3,probably,0,./stim/images/prob_75_5.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,1,21,1,14.39235,window_3,probably,0,./stim/images/prob_40_1.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,21,1,14.39235,window_3,probably,0,./stim/images/prob_100_3.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.82,21,1,14.39235,window_3,probably,0.18000000000000005,./stim/images/prob_60_5.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0,21,1,14.39235,aisle_3,probably,1,./stim/images/prob_10_5.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,1,21,1,14.39235,aisle_3,probably,0,./stim/images/prob_50_4.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,1,21,1,14.39235,aisle_3,probably,0,./stim/images/prob_40_5.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.41,21,1,14.39235,aisle_3,probably,0.5900000000000001,./stim/images/prob_40_4.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.65,0.34999999999999987,21,1,14.39235,aisle_3,probably,1.1102230246251565e-16,./stim/images/prob_90_1.png,You'll probably get one.,3,might
75,undefined,You might get one.,0.8,0.19999999999999996,21,1,14.39235,aisle_3,probably,0,./stim/images/prob_75_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,21,1,14.39235,aisle_3,probably,1.1102230246251565e-16,./stim/images/prob_0_5.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,21,1,14.39235,aisle_3,probably,0,./stim/images/prob_100_5.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,21,1,14.39235,aisle_3,probably,0,./stim/images/prob_100_5.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,21,1,14.39235,aisle_3,probably,0,./stim/images/prob_0_2.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,1,21,1,14.39235,window_3,probably,0,./stim/images/prob_25_2.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0,21,1,14.39235,window_3,probably,1,./stim/images/prob_75_2.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.5,0.5,21,1,14.39235,window_3,probably,0,./stim/images/prob_25_4.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,21,1,14.39235,window_3,probably,0,./stim/images/prob_0_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,21,1,14.39235,window_3,probably,0,./stim/images/prob_0_5.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,21,1,14.39235,window_3,probably,0,./stim/images/prob_100_2.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.86,0.14,21,1,14.39235,aisle_3,probably,0,./stim/images/prob_90_5.png,You'll probably get one.,3,might
60,undefined,You might get one.,0.5100000000000001,0.49,21,1,14.39235,aisle_3,probably,0,./stim/images/prob_60_2.png,You'll probably get one.,3,might
25,undefined,You might get one.,1.1102230246251565e-16,1.1102230246251565e-16,21,1,14.39235,aisle_3,probably,1,./stim/images/prob_25_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,1.1102230246251565e-16,21,1,14.39235,window_3,probably,1,./stim/images/prob_90_4.png,You'll probably get one.,3,might
40,undefined,You might get one.,0.5200000000000001,0.48,21,1,14.39235,window_3,probably,-2.220446049250313e-16,./stim/images/prob_40_4.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0,21,1,14.39235,window_3,probably,1,./stim/images/prob_90_3.png,You'll probably get one.,3,might
75,undefined,You might get one.,1.1102230246251565e-16,0.20999999999999996,21,1,14.39235,window_3,probably,0.79,./stim/images/prob_75_4.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,0,21,1,14.39235,aisle_3,probably,1,./stim/images/prob_25_3.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,1,21,1,14.39235,aisle_3,probably,0,./stim/images/prob_60_4.png,You'll probably get one.,3,might
60,undefined,You might get one.,1.1102230246251565e-16,0,21,1,14.39235,window_3,probably,1,./stim/images/prob_60_4.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,21,1,14.39235,aisle_3,probably,0,./stim/images/prob_100_5.png,You'll probably get one.,3,might
50,undefined,You might get one.,0.17000000000000015,0.83,21,1,14.39235,aisle_3,probably,0,./stim/images/prob_50_1.png,You'll probably get one.,3,might
10,undefined,You might get one.,1,0,21,1,14.39235,window_3,probably,0,./stim/images/prob_10_5.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0,22,0,7.059283333333333,aisle_3,probably,1,./stim/images/prob_75_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0,22,0,7.059283333333333,window_3,probably,1,./stim/images/prob_50_3.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_100_3.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_100_2.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0,22,0,7.059283333333333,aisle_3,probably,1,./stim/images/prob_75_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0,22,0,7.059283333333333,window_3,probably,1,./stim/images/prob_90_4.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,0,22,0,7.059283333333333,window_3,probably,1,./stim/images/prob_25_2.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_0_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0,22,0,7.059283333333333,window_3,probably,1,./stim/images/prob_90_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,1,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_50_1.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,1,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_25_5.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,1,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_50_2.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,1,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_40_5.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,1,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_90_4.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0,22,0,7.059283333333333,aisle_3,probably,1,./stim/images/prob_10_1.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0,22,0,7.059283333333333,aisle_3,probably,1,./stim/images/prob_10_3.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0,22,0,7.059283333333333,window_3,probably,1,./stim/images/prob_75_2.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,1,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_40_3.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,1,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_60_2.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,1,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_40_1.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,1,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_75_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_0_3.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,1,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_60_4.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,1,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_60_4.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_0_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_0_4.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,1,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_50_2.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,1,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_40_4.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,1,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_25_3.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,1,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_10_2.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_100_1.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_100_1.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,1,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_10_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,1,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_90_1.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,1,22,0,7.059283333333333,window_3,probably,0,./stim/images/prob_60_1.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,1,22,0,7.059283333333333,aisle_3,probably,0,./stim/images/prob_25_1.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.019999999999999907,0.30000000000000016,23,0,16.617516666666667,aisle_3,probably,0.68,./stim/images/prob_25_4.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.03,23,0,16.617516666666667,aisle_3,probably,0.97,./stim/images/prob_75_4.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.5000000000000001,0.3,23,0,16.617516666666667,aisle_3,probably,0.2,./stim/images/prob_10_3.png,You'll probably get one.,3,might
100,undefined,You might get one.,0,0,23,0,16.617516666666667,aisle_3,probably,1,./stim/images/prob_100_5.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.23999999999999988,0.59,23,0,16.617516666666667,aisle_3,probably,0.17000000000000004,./stim/images/prob_10_4.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0.37,23,0,16.617516666666667,aisle_3,probably,0.63,./stim/images/prob_50_3.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.30000000000000004,23,0,16.617516666666667,window_3,probably,0.7000000000000001,./stim/images/prob_75_1.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0,23,0,16.617516666666667,aisle_3,probably,1,./stim/images/prob_90_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0.18999999999999995,23,0,16.617516666666667,window_3,probably,0.81,./stim/images/prob_90_4.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,23,0,16.617516666666667,aisle_3,probably,0,./stim/images/prob_0_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0.12,23,0,16.617516666666667,aisle_3,probably,0.8799999999999999,./stim/images/prob_90_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0.050000000000000044,0.35,23,0,16.617516666666667,window_3,probably,0.6,./stim/images/prob_50_4.png,You'll probably get one.,3,might
40,undefined,You might get one.,0.16999999999999993,0.38,23,0,16.617516666666667,window_3,probably,0.4500000000000002,./stim/images/prob_40_2.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.19999999999999996,0.65,23,0,16.617516666666667,window_3,probably,0.15,./stim/images/prob_25_4.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.68,0.26,23,0,16.617516666666667,window_3,probably,0.06000000000000005,./stim/images/prob_10_2.png,You'll probably get one.,3,might
100,undefined,You might get one.,0,0.28000000000000014,23,0,16.617516666666667,window_3,probably,0.72,./stim/images/prob_100_4.png,You'll probably get one.,3,might
100,undefined,You might get one.,0,0,23,0,16.617516666666667,aisle_3,probably,1,./stim/images/prob_100_2.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.28000000000000014,0.32999999999999996,23,0,16.617516666666667,aisle_3,probably,0.39,./stim/images/prob_25_1.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.3699999999999998,23,0,16.617516666666667,aisle_3,probably,0.6300000000000002,./stim/images/prob_75_1.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,23,0,16.617516666666667,aisle_3,probably,0,./stim/images/prob_0_5.png,You'll probably get one.,3,might
50,undefined,You might get one.,0.16,0.45,23,0,16.617516666666667,window_3,probably,0.3900000000000001,./stim/images/prob_50_2.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.77,0.16,23,0,16.617516666666667,window_3,probably,0.07,./stim/images/prob_25_5.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.72,0.18,23,0,16.617516666666667,window_3,probably,0.1,./stim/images/prob_10_2.png,You'll probably get one.,3,might
60,undefined,You might get one.,0.18000000000000005,0.38,23,0,16.617516666666667,aisle_3,probably,0.44,./stim/images/prob_60_4.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,23,0,16.617516666666667,window_3,probably,0,./stim/images/prob_0_4.png,You'll probably get one.,3,might
