rating_other,reverse_sent_order,type,sentence1,sentence2,image,modal2,modal1,Answer.time_in_minutes,rating1,Answer.condition,percent_window,condition,workerid,rating2
0.11999999999999988,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_25_3.png,might,probably,20.064066666666665,0.24,undefined,25,1,5,0.64
0.1499999999999999,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_75_5.png,might,probably,20.064066666666665,0.16,undefined,75,1,5,0.69
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_0_1.png,might,probably,20.064066666666665,0.86,undefined,0,1,5,0.14000000000000012
0.21999999999999997,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_50_3.png,might,probably,20.064066666666665,0.45,undefined,50,1,5,0.33
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_10_3.png,might,probably,20.064066666666665,0.7,undefined,10,1,5,0.30000000000000004
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_75_1.png,might,probably,20.064066666666665,0.75,undefined,75,1,5,0.25
1,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_100_5.png,might,probably,20.064066666666665,0,undefined,100,1,5,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_10_3.png,might,probably,20.064066666666665,0.87,undefined,10,1,5,0.1299999999999999
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_75_3.png,might,probably,20.064066666666665,0.66,undefined,75,1,5,0.3400000000000001
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_60_3.png,might,probably,20.064066666666665,0.59,undefined,60,1,5,0.4099999999999999
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_100_4.png,might,probably,20.064066666666665,0.98,undefined,100,1,5,0.020000000000000018
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_60_2.png,might,probably,20.064066666666665,0.46,undefined,60,1,5,0.5399999999999999
1,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_10_3.png,might,probably,20.064066666666665,0,undefined,10,1,5,0
0.41999999999999993,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_40_1.png,might,probably,20.064066666666665,0,undefined,40,1,5,0.58
0.79,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_90_2.png,might,probably,20.064066666666665,0,undefined,90,1,5,0.20999999999999985
1,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_0_2.png,might,probably,20.064066666666665,0,undefined,0,1,5,0
1,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_0_3.png,might,probably,17.429783333333333,0,undefined,0,1,6,0
1,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_100_4.png,might,probably,17.429783333333333,0,undefined,100,1,6,0
0.13000000000000012,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_90_4.png,might,probably,17.429783333333333,0,undefined,90,1,6,0.87
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_50_4.png,might,probably,17.429783333333333,0.4,undefined,50,1,6,0.6
0.08999999999999997,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_90_3.png,might,probably,17.429783333333333,0,undefined,90,1,6,0.91
0.87,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_90_5.png,might,probably,17.429783333333333,0.13000000000000012,undefined,90,1,6,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_60_4.png,might,probably,17.429783333333333,0.21999999999999997,undefined,60,1,6,0.78
0.87,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_90_1.png,might,probably,17.429783333333333,0.13000000000000012,undefined,90,1,6,0
0.8400000000000001,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_10_3.png,might,probably,17.429783333333333,0.16,undefined,10,1,6,0
0.8700000000000001,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_75_3.png,might,probably,17.429783333333333,0.13,undefined,75,1,6,0
1,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_0_2.png,might,probably,17.429783333333333,0,undefined,0,1,6,0
0.8899999999999999,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_75_2.png,might,probably,17.429783333333333,0.11,undefined,75,1,6,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_75_4.png,might,probably,17.429783333333333,0,undefined,75,1,6,1
1,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_0_5.png,might,probably,17.429783333333333,0,undefined,0,1,6,0
0.97,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_10_1.png,might,probably,17.429783333333333,0.03,undefined,10,1,6,0
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_50_1.png,might,probably,17.429783333333333,0.08999999999999986,undefined,50,1,6,0.91
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_40_4.png,might,probably,17.429783333333333,0.08999999999999997,undefined,40,1,6,0.91
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_60_4.png,might,probably,17.429783333333333,0.2,undefined,60,1,6,0.8
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_50_2.png,might,probably,17.429783333333333,0.17,undefined,50,1,6,0.8300000000000001
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_25_1.png,might,probably,17.429783333333333,0,undefined,25,1,6,1
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_10_1.png,might,probably,17.429783333333333,0,undefined,10,1,6,1
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_60_5.png,might,probably,17.429783333333333,0.36,undefined,60,1,6,0.64
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_60_4.png,might,probably,17.429783333333333,0.85,undefined,60,1,6,0.1499999999999999
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_25_2.png,might,probably,17.429783333333333,0.8400000000000001,undefined,25,1,6,0.16
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_75_2.png,might,probably,17.429783333333333,0,undefined,75,1,6,1
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_10_2.png,might,probably,17.429783333333333,0,undefined,10,1,6,1
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_25_5.png,might,probably,17.429783333333333,0,undefined,25,1,6,1
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_40_1.png,might,probably,17.429783333333333,0.14,undefined,40,1,6,0.8599999999999999
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_25_1.png,might,probably,17.429783333333333,1,undefined,25,1,6,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_40_2.png,might,probably,17.429783333333333,0,undefined,40,1,6,1
1,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_100_5.png,might,probably,17.429783333333333,0,undefined,100,1,6,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_50_1.png,might,probably,17.429783333333333,0,undefined,50,1,6,1
1,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_0_2.png,might,probably,17.429783333333333,0,undefined,0,1,6,0
1,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_100_2.png,might,probably,17.429783333333333,0,undefined,100,1,6,0
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_40_1.png,might,probably,17.429783333333333,0,undefined,40,1,6,1
1,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_100_4.png,might,probably,17.429783333333333,0,undefined,100,1,6,0
1,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_100_5.png,might,probably,19.21435,0,undefined,100,1,7,0
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_90_5.png,might,probably,19.21435,0.89,undefined,90,1,7,0.10999999999999999
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_90_5.png,might,probably,19.21435,0.91,undefined,90,1,7,0.08999999999999997
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_60_2.png,might,probably,19.21435,0.6699999999999999,undefined,60,1,7,0.33
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_40_5.png,might,probably,19.21435,0.6000000000000001,undefined,40,1,7,0.3999999999999998
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_25_4.png,might,probably,19.21435,0.84,undefined,25,1,7,0.16000000000000003
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_25_3.png,might,probably,19.21435,0.36,undefined,25,1,7,0.64
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_40_2.png,might,probably,19.21435,0.44,undefined,40,1,7,0.56
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_50_1.png,might,probably,19.21435,0.51,undefined,50,1,7,0.4899999999999999
1,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_0_2.png,might,probably,19.21435,0,undefined,0,1,7,0
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_50_1.png,might,probably,19.21435,0.4600000000000001,undefined,50,1,7,0.54
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_50_4.png,might,probably,19.21435,0.5199999999999999,undefined,50,1,7,0.48
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_10_1.png,might,probably,19.21435,0.10999999999999999,undefined,10,1,7,0.89
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_10_4.png,might,probably,19.21435,0.08999999999999997,undefined,10,1,7,0.91
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_25_4.png,might,probably,19.21435,0.42,undefined,25,1,7,0.5800000000000001
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_40_4.png,might,probably,19.21435,0.5200000000000001,undefined,40,1,7,0.48
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_75_4.png,might,probably,19.21435,0.24,undefined,75,1,7,0.76
0.7,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_90_3.png,might,probably,19.21435,0.25,undefined,90,1,7,0.050000000000000044
1,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_100_3.png,might,probably,19.21435,0,undefined,100,1,7,0
1,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_0_3.png,might,probably,19.21435,0,undefined,0,1,7,0
1,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_0_2.png,might,probably,19.21435,0,undefined,0,1,7,0
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_75_3.png,might,probably,19.21435,0.30999999999999994,undefined,75,1,7,0.69
0.57,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_10_1.png,might,probably,19.21435,0.31000000000000005,undefined,10,1,7,0.12
0.49,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_75_3.png,might,probably,19.21435,0.33999999999999986,undefined,75,1,7,0.17000000000000015
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_50_1.png,might,probably,19.21435,0.53,undefined,50,1,7,0.4700000000000001
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_60_1.png,might,probably,19.21435,0.6100000000000001,undefined,60,1,7,0.39
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_90_3.png,might,probably,19.21435,0,undefined,90,1,7,1
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_25_1.png,might,probably,19.21435,0.38,undefined,25,1,7,0.6200000000000001
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_40_2.png,might,probably,19.21435,0.69,undefined,40,1,7,0.31
0.72,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_10_2.png,might,probably,19.21435,0.23,undefined,10,1,7,0.050000000000000155
1,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_100_3.png,might,probably,19.21435,0,undefined,100,1,7,0
1,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_100_1.png,might,probably,19.21435,0,undefined,100,1,7,0
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_60_1.png,might,probably,19.21435,0.6599999999999999,undefined,60,1,7,0.33999999999999997
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_75_3.png,might,probably,19.21435,0.83,undefined,75,1,7,0.17000000000000004
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_60_3.png,might,probably,19.21435,0.74,undefined,60,1,7,0.2599999999999999
1,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_0_1.png,might,probably,19.21435,0,undefined,0,1,7,0
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_40_4.png,might,probably,8.229016666666666,0,undefined,40,1,8,1
1,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_90_5.png,might,probably,8.229016666666666,0,undefined,90,1,8,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_75_1.png,might,probably,8.229016666666666,0,undefined,75,1,8,1
1,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_100_4.png,might,probably,8.229016666666666,0,undefined,100,1,8,0
1,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_0_3.png,might,probably,8.229016666666666,0,undefined,0,1,8,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_10_1.png,might,probably,8.229016666666666,1,undefined,10,1,8,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_50_2.png,might,probably,8.229016666666666,0,undefined,50,1,8,1
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_60_1.png,might,probably,8.229016666666666,0,undefined,60,1,8,1
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_60_2.png,might,probably,8.229016666666666,1,undefined,60,1,8,0
1,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_0_2.png,might,probably,8.229016666666666,0,undefined,0,1,8,0
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_25_3.png,might,probably,8.229016666666666,0,undefined,25,1,8,1
1,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_100_3.png,might,probably,8.229016666666666,0,undefined,100,1,8,0
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_50_3.png,might,probably,8.229016666666666,0,undefined,50,1,8,1
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_40_1.png,might,probably,8.229016666666666,0,undefined,40,1,8,1
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_75_3.png,might,probably,8.229016666666666,1,undefined,75,1,8,0
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_50_3.png,might,probably,8.229016666666666,0,undefined,50,1,8,1
1,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_0_3.png,might,probably,8.229016666666666,0,undefined,0,1,8,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_40_5.png,might,probably,8.229016666666666,1,undefined,40,1,8,0
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_40_1.png,might,probably,8.229016666666666,0,undefined,40,1,8,1
1,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_10_2.png,might,probably,8.229016666666666,0,undefined,10,1,8,0
1,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_0_5.png,might,probably,8.229016666666666,0,undefined,0,1,8,0
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_75_2.png,might,probably,8.229016666666666,1,undefined,75,1,8,0
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_90_2.png,might,probably,8.229016666666666,1,undefined,90,1,8,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_50_5.png,might,probably,8.229016666666666,0,undefined,50,1,8,1
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_25_4.png,might,probably,8.229016666666666,1,undefined,25,1,8,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_25_3.png,might,probably,8.229016666666666,1,undefined,25,1,8,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_60_5.png,might,probably,8.229016666666666,0,undefined,60,1,8,1
1,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_90_2.png,might,probably,8.229016666666666,0,undefined,90,1,8,0
1,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_100_2.png,might,probably,8.229016666666666,0,undefined,100,1,8,0
1,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_10_3.png,might,probably,8.229016666666666,0,undefined,10,1,8,0
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_60_3.png,might,probably,8.229016666666666,1,undefined,60,1,8,0
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_90_5.png,might,probably,8.229016666666666,1,undefined,90,1,8,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_10_3.png,might,probably,8.229016666666666,1,undefined,10,1,8,0
0,0,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_75_4.png,might,probably,8.229016666666666,0,undefined,75,1,8,1
1,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_100_4.png,might,probably,8.229016666666666,0,undefined,100,1,8,0
0,0,window_1,You'll probably get one.,You might get one.,./stim/images/prob_25_1.png,might,probably,8.229016666666666,0,undefined,25,1,8,1
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_25_5.png,might,probably,15.43775,0.37,undefined,25,1,9,0.63
1.1102230246251565e-16,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_10_5.png,might,probably,15.43775,0.5100000000000001,undefined,10,1,9,0.49
1.1102230246251565e-16,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_40_1.png,might,probably,15.43775,0.40000000000000013,undefined,40,1,9,0.6
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_75_5.png,might,probably,15.43775,0.19000000000000006,undefined,75,1,9,0.81
0.10999999999999988,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_25_2.png,might,probably,15.43775,0.5,undefined,25,1,9,0.39
1.1102230246251565e-16,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_75_3.png,might,probably,15.43775,0.42000000000000004,undefined,75,1,9,0.58
1.1102230246251565e-16,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_50_3.png,might,probably,15.43775,0.2600000000000001,undefined,50,1,9,0.74
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_25_5.png,might,probably,15.43775,0.51,undefined,25,1,9,0.49
1.1102230246251565e-16,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_75_3.png,might,probably,15.43775,0.16000000000000014,undefined,75,1,9,0.84
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_10_1.png,might,probably,15.43775,0.18999999999999995,undefined,10,1,9,0.81
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_100_5.png,might,probably,15.43775,0.31000000000000005,undefined,100,1,9,0.69
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_0_1.png,might,probably,15.43775,0.33999999999999997,undefined,0,1,9,0.66
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_90_5.png,might,probably,15.43775,0.29000000000000004,undefined,90,1,9,0.71
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_50_5.png,might,probably,15.43775,0.20999999999999996,undefined,50,1,9,0.79
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_50_4.png,might,probably,15.43775,0.23999999999999988,undefined,50,1,9,0.76
1.1102230246251565e-16,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_75_1.png,might,probably,15.43775,0.22999999999999998,undefined,75,1,9,0.77
1.1102230246251565e-16,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_60_2.png,might,probably,15.43775,0.27000000000000013,undefined,60,1,9,0.73
1.1102230246251565e-16,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_90_4.png,might,probably,15.43775,0.32999999999999996,undefined,90,1,9,0.67
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_0_2.png,might,probably,15.43775,0.33999999999999997,undefined,0,1,9,0.66
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_10_5.png,might,probably,15.43775,0.20999999999999996,undefined,10,1,9,0.79
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_40_3.png,might,probably,15.43775,0.4,undefined,40,1,9,0.6
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_25_4.png,might,probably,15.43775,0.43000000000000005,undefined,25,1,9,0.57
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_100_1.png,might,probably,15.43775,0.24,undefined,100,1,9,0.76
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_100_3.png,might,probably,15.43775,0.41000000000000003,undefined,100,1,9,0.59
1.1102230246251565e-16,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_40_4.png,might,probably,15.43775,0.4099999999999999,undefined,40,1,9,0.59
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_90_1.png,might,probably,15.43775,0.38,undefined,90,1,9,0.62
1.1102230246251565e-16,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_50_2.png,might,probably,15.43775,0.33999999999999986,undefined,50,1,9,0.66
2.220446049250313e-16,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_0_3.png,might,probably,15.43775,0.3699999999999999,undefined,0,1,9,0.63
0.10000000000000009,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_60_1.png,might,probably,15.43775,0.4600000000000001,undefined,60,1,9,0.43999999999999984
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_0_3.png,might,probably,15.43775,0.45999999999999996,undefined,0,1,9,0.54
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_100_3.png,might,probably,15.43775,0.43999999999999995,undefined,100,1,9,0.56
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_90_3.png,might,probably,15.43775,0.3699999999999999,undefined,90,1,9,0.63
0,1,window_1,You'll probably get one.,You might get one.,./stim/images/prob_60_3.png,might,probably,15.43775,0.30000000000000016,undefined,60,1,9,0.7
1.1102230246251565e-16,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_40_2.png,might,probably,15.43775,0.32999999999999985,undefined,40,1,9,0.67
0,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_10_5.png,might,probably,15.43775,0.31000000000000005,undefined,10,1,9,0.69
1.1102230246251565e-16,1,aisle_1,You'll probably get one.,You might get one.,./stim/images/prob_60_3.png,might,probably,15.43775,0.5100000000000001,undefined,60,1,9,0.49
