modal2,condition,reverse_sent_order,sentence2,modal1,Answer.time_in_minutes,rating_other,type,sentence1,Answer.condition,rating1,workerid,percent_window,image,rating2
might,4,0,You might get one.,probably,22.524466666666665,0.48,window_4,You'll probably get one.,undefined,0.52,5,100,./stim/images/prob_100_5.png,0
might,4,0,You might get one.,probably,22.524466666666665,0.3500000000000001,window_4,You'll probably get one.,undefined,0.6,5,75,./stim/images/prob_75_1.png,0.05
might,4,0,You might get one.,probably,22.524466666666665,1,window_4,You'll probably get one.,undefined,0,5,10,./stim/images/prob_10_3.png,0
might,4,0,You might get one.,probably,22.524466666666665,1,window_4,You'll probably get one.,undefined,0,5,10,./stim/images/prob_10_5.png,0
might,4,0,You might get one.,probably,22.524466666666665,0.76,window_4,You'll probably get one.,undefined,0,5,25,./stim/images/prob_25_3.png,0.24
might,4,0,You might get one.,probably,22.524466666666665,0.2799999999999999,aisle_4,You'll probably get one.,undefined,0.25,5,75,./stim/images/prob_75_5.png,0.47
might,4,0,You might get one.,probably,22.524466666666665,0.55,aisle_4,You'll probably get one.,undefined,0,5,50,./stim/images/prob_50_2.png,0.45
might,4,0,You might get one.,probably,22.524466666666665,0.64,window_4,You'll probably get one.,undefined,0,5,40,./stim/images/prob_40_5.png,0.36
might,4,0,You might get one.,probably,22.524466666666665,0.5700000000000001,aisle_4,You'll probably get one.,undefined,0.43,5,100,./stim/images/prob_100_2.png,0
might,4,0,You might get one.,probably,22.524466666666665,0.27,window_4,You'll probably get one.,undefined,0.14,5,100,./stim/images/prob_100_1.png,0.59
might,4,0,You might get one.,probably,22.524466666666665,0.6400000000000001,aisle_4,You'll probably get one.,undefined,0,5,60,./stim/images/prob_60_5.png,0.36
might,4,0,You might get one.,probably,22.524466666666665,0.44999999999999996,aisle_4,You'll probably get one.,undefined,0.1,5,90,./stim/images/prob_90_3.png,0.45
might,4,0,You might get one.,probably,22.524466666666665,1,window_4,You'll probably get one.,undefined,0,5,0,./stim/images/prob_0_1.png,0
might,4,0,You might get one.,probably,22.524466666666665,1,aisle_4,You'll probably get one.,undefined,0,5,10,./stim/images/prob_10_3.png,0
might,4,0,You might get one.,probably,22.524466666666665,0.81,aisle_4,You'll probably get one.,undefined,0,5,75,./stim/images/prob_75_1.png,0.19
might,4,0,You might get one.,probably,22.524466666666665,1,aisle_4,You'll probably get one.,undefined,0,5,0,./stim/images/prob_0_3.png,0
might,4,0,You might get one.,probably,22.524466666666665,0.8,window_4,You'll probably get one.,undefined,0.04,5,50,./stim/images/prob_50_3.png,0.16
might,4,0,You might get one.,probably,22.524466666666665,0.8300000000000001,window_4,You'll probably get one.,undefined,0,5,25,./stim/images/prob_25_5.png,0.17
might,4,0,You might get one.,probably,22.524466666666665,0.6099999999999999,window_4,You'll probably get one.,undefined,0.39,5,90,./stim/images/prob_90_5.png,0
might,4,0,You might get one.,probably,22.524466666666665,0.9099999999999999,aisle_4,You'll probably get one.,undefined,0,5,25,./stim/images/prob_25_5.png,0.09
might,4,0,You might get one.,probably,22.524466666666665,0.6200000000000001,aisle_4,You'll probably get one.,undefined,0,5,60,./stim/images/prob_60_2.png,0.38
might,4,0,You might get one.,probably,22.524466666666665,0.73,window_4,You'll probably get one.,undefined,0,5,50,./stim/images/prob_50_2.png,0.27
might,4,0,You might get one.,probably,15.1857,0,window_4,You'll probably get one.,undefined,0.51,6,60,./stim/images/prob_60_2.png,0.49
might,4,0,You might get one.,probably,15.1857,1,window_4,You'll probably get one.,undefined,0,6,90,./stim/images/prob_90_5.png,0
might,4,0,You might get one.,probably,15.1857,0.49,window_4,You'll probably get one.,undefined,0.51,6,90,./stim/images/prob_90_1.png,0
might,4,0,You might get one.,probably,15.1857,0,aisle_4,You'll probably get one.,undefined,0,6,50,./stim/images/prob_50_1.png,1
might,4,0,You might get one.,probably,15.1857,1,window_4,You'll probably get one.,undefined,0,6,100,./stim/images/prob_100_2.png,0
might,4,0,You might get one.,probably,15.1857,0.6599999999999999,aisle_4,You'll probably get one.,undefined,0,6,90,./stim/images/prob_90_2.png,0.34
might,4,0,You might get one.,probably,15.1857,1,aisle_4,You'll probably get one.,undefined,0,6,100,./stim/images/prob_100_3.png,0
might,4,0,You might get one.,probably,15.1857,0,aisle_4,You'll probably get one.,undefined,0.41000000000000014,6,40,./stim/images/prob_40_3.png,0.59
might,4,0,You might get one.,probably,15.1857,0.86,aisle_4,You'll probably get one.,undefined,0.14000000000000012,6,10,./stim/images/prob_10_4.png,0
might,4,0,You might get one.,probably,15.1857,0.33000000000000007,aisle_4,You'll probably get one.,undefined,0,6,40,./stim/images/prob_40_4.png,0.67
might,4,0,You might get one.,probably,15.1857,0,aisle_4,You'll probably get one.,undefined,0,6,50,./stim/images/prob_50_1.png,1
might,4,0,You might get one.,probably,15.1857,0,window_4,You'll probably get one.,undefined,0.53,6,50,./stim/images/prob_50_1.png,0.47
might,4,0,You might get one.,probably,15.1857,1,window_4,You'll probably get one.,undefined,0,6,0,./stim/images/prob_0_3.png,0
might,4,0,You might get one.,probably,15.1857,0,aisle_4,You'll probably get one.,undefined,0.61,6,25,./stim/images/prob_25_4.png,0.3899999999999999
might,4,0,You might get one.,probably,15.1857,1,aisle_4,You'll probably get one.,undefined,0,6,0,./stim/images/prob_0_2.png,0
might,4,0,You might get one.,probably,15.1857,0,window_4,You'll probably get one.,undefined,0.96,6,75,./stim/images/prob_75_3.png,0.039999999999999925
might,4,0,You might get one.,probably,15.1857,1,window_4,You'll probably get one.,undefined,0,6,10,./stim/images/prob_10_5.png,0
might,4,0,You might get one.,probably,15.1857,1,aisle_4,You'll probably get one.,undefined,0,6,100,./stim/images/prob_100_1.png,0
might,4,0,You might get one.,probably,15.1857,0.75,window_4,You'll probably get one.,undefined,0,6,25,./stim/images/prob_25_5.png,0.25
might,4,0,You might get one.,probably,15.1857,0,aisle_4,You'll probably get one.,undefined,0,6,60,./stim/images/prob_60_2.png,1
might,4,0,You might get one.,probably,15.1857,0,window_4,You'll probably get one.,undefined,0,6,60,./stim/images/prob_60_5.png,1
might,4,0,You might get one.,probably,15.1857,0.87,aisle_4,You'll probably get one.,undefined,0,6,75,./stim/images/prob_75_5.png,0.13
might,4,0,You might get one.,probably,15.1857,0.15999999999999992,aisle_4,You'll probably get one.,undefined,0.84,6,10,./stim/images/prob_10_4.png,0
might,4,0,You might get one.,probably,15.1857,1,aisle_4,You'll probably get one.,undefined,0,6,75,./stim/images/prob_75_1.png,0
might,4,0,You might get one.,probably,15.1857,1,window_4,You'll probably get one.,undefined,0,6,0,./stim/images/prob_0_1.png,0
might,4,0,You might get one.,probably,15.1857,0.3599999999999999,window_4,You'll probably get one.,undefined,0,6,40,./stim/images/prob_40_3.png,0.64
might,4,0,You might get one.,probably,15.1857,0,window_4,You'll probably get one.,undefined,0.32,6,50,./stim/images/prob_50_5.png,0.67
might,4,0,You might get one.,probably,15.1857,1,window_4,You'll probably get one.,undefined,0,6,25,./stim/images/prob_25_5.png,0
might,4,0,You might get one.,probably,15.1857,1,window_4,You'll probably get one.,undefined,0,6,100,./stim/images/prob_100_2.png,0
might,4,0,You might get one.,probably,15.1857,0,window_4,You'll probably get one.,undefined,0.34,6,40,./stim/images/prob_40_4.png,0.6599999999999999
might,4,0,You might get one.,probably,15.1857,0,aisle_4,You'll probably get one.,undefined,0.64,6,25,./stim/images/prob_25_5.png,0.36
might,4,0,You might get one.,probably,15.1857,1,window_4,You'll probably get one.,undefined,0,6,10,./stim/images/prob_10_4.png,0
might,4,0,You might get one.,probably,15.1857,0.75,aisle_4,You'll probably get one.,undefined,0,6,60,./stim/images/prob_60_1.png,0.25
might,4,0,You might get one.,probably,15.1857,1,aisle_4,You'll probably get one.,undefined,0,6,0,./stim/images/prob_0_1.png,0
might,4,0,You might get one.,probably,15.1857,1,aisle_4,You'll probably get one.,undefined,0,6,90,./stim/images/prob_90_2.png,0
might,4,0,You might get one.,probably,15.1857,0,window_4,You'll probably get one.,undefined,0.79,6,75,./stim/images/prob_75_1.png,0.20999999999999985
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.17999999999999994,7,60,./stim/images/prob_60_5.png,0.82
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.17000000000000004,7,10,./stim/images/prob_10_5.png,0.83
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.31000000000000005,7,40,./stim/images/prob_40_1.png,0.69
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.2400000000000001,7,60,./stim/images/prob_60_5.png,0.76
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.31000000000000005,7,25,./stim/images/prob_25_1.png,0.69
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.2799999999999999,7,50,./stim/images/prob_50_1.png,0.72
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.1200000000000001,7,10,./stim/images/prob_10_3.png,0.88
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.29000000000000015,7,10,./stim/images/prob_10_4.png,0.71
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.41000000000000014,7,25,./stim/images/prob_25_1.png,0.59
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.6900000000000001,7,100,./stim/images/prob_100_4.png,0.31
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0,7,0,./stim/images/prob_0_5.png,1
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0,7,100,./stim/images/prob_100_2.png,1
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.31999999999999995,7,75,./stim/images/prob_75_2.png,0.68
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.29000000000000004,7,60,./stim/images/prob_60_5.png,0.71
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.24,7,50,./stim/images/prob_50_4.png,0.76
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.35,7,25,./stim/images/prob_25_2.png,0.65
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.42000000000000004,7,60,./stim/images/prob_60_2.png,0.58
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0,7,100,./stim/images/prob_100_1.png,1
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0,7,0,./stim/images/prob_0_5.png,1
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.7100000000000001,7,90,./stim/images/prob_90_5.png,0.29
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.6299999999999999,7,75,./stim/images/prob_75_1.png,0.37
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.22999999999999998,7,75,./stim/images/prob_75_3.png,0.77
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.16000000000000003,7,40,./stim/images/prob_40_5.png,0.84
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.1200000000000001,7,90,./stim/images/prob_90_2.png,0.88
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.39,7,40,./stim/images/prob_40_2.png,0.61
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.1399999999999999,7,90,./stim/images/prob_90_3.png,0.86
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.3799999999999999,7,50,./stim/images/prob_50_2.png,0.62
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.18000000000000005,7,25,./stim/images/prob_25_4.png,0.82
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.3400000000000001,7,40,./stim/images/prob_40_3.png,0.66
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.78,7,100,./stim/images/prob_100_5.png,0.22
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,0.8899999999999999,7,10,./stim/images/prob_10_1.png,0.11
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,1,7,0,./stim/images/prob_0_3.png,0
might,4,1,You might get one.,probably,11.4363,0,aisle_4,You'll probably get one.,undefined,1,7,0,./stim/images/prob_0_3.png,0
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.65,7,75,./stim/images/prob_75_3.png,0.34999999999999987
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,1,7,90,./stim/images/prob_90_3.png,0
might,4,1,You might get one.,probably,11.4363,0,window_4,You'll probably get one.,undefined,0.35,7,50,./stim/images/prob_50_2.png,0.6500000000000001
might,4,1,You might get one.,probably,17.880466666666667,0,aisle_4,You'll probably get one.,undefined,0.8999999999999999,8,10,./stim/images/prob_10_1.png,0.09999999999999998
might,4,1,You might get one.,probably,17.880466666666667,0,aisle_4,You'll probably get one.,undefined,0.09999999999999987,8,40,./stim/images/prob_40_3.png,0.9
might,4,1,You might get one.,probably,17.880466666666667,0,aisle_4,You'll probably get one.,undefined,0.050000000000000044,8,50,./stim/images/prob_50_4.png,0.95
might,4,1,You might get one.,probably,17.880466666666667,1,window_4,You'll probably get one.,undefined,0,8,0,./stim/images/prob_0_2.png,0
might,4,1,You might get one.,probably,17.880466666666667,0,window_4,You'll probably get one.,undefined,0.25,8,75,./stim/images/prob_75_2.png,0.75
might,4,1,You might get one.,probably,17.880466666666667,1,window_4,You'll probably get one.,undefined,0,8,100,./stim/images/prob_100_4.png,0
might,4,1,You might get one.,probably,17.880466666666667,0,window_4,You'll probably get one.,undefined,0.10000000000000009,8,60,./stim/images/prob_60_2.png,0.9
might,4,1,You might get one.,probably,17.880466666666667,0,window_4,You'll probably get one.,undefined,0.09999999999999998,8,60,./stim/images/prob_60_3.png,0.9
might,4,1,You might get one.,probably,17.880466666666667,1,aisle_4,You'll probably get one.,undefined,0,8,100,./stim/images/prob_100_2.png,0
might,4,1,You might get one.,probably,17.880466666666667,0,aisle_4,You'll probably get one.,undefined,0,8,75,./stim/images/prob_75_1.png,1
might,4,1,You might get one.,probably,17.880466666666667,0.5,window_4,You'll probably get one.,undefined,0,8,25,./stim/images/prob_25_5.png,0.5
might,4,1,You might get one.,probably,17.880466666666667,0.38,window_4,You'll probably get one.,undefined,0,8,40,./stim/images/prob_40_1.png,0.62
might,4,1,You might get one.,probably,17.880466666666667,0.04999999999999993,aisle_4,You'll probably get one.,undefined,0.05,8,50,./stim/images/prob_50_3.png,0.9
might,4,1,You might get one.,probably,17.880466666666667,0,window_4,You'll probably get one.,undefined,0.84,8,75,./stim/images/prob_75_4.png,0.16000000000000003
might,4,1,You might get one.,probably,17.880466666666667,0.7699999999999999,aisle_4,You'll probably get one.,undefined,0,8,90,./stim/images/prob_90_1.png,0.23
might,4,1,You might get one.,probably,17.880466666666667,1,aisle_4,You'll probably get one.,undefined,0,8,0,./stim/images/prob_0_2.png,0
might,4,1,You might get one.,probably,17.880466666666667,0.7999999999999999,aisle_4,You'll probably get one.,undefined,0,8,75,./stim/images/prob_75_2.png,0.2
might,4,1,You might get one.,probably,17.880466666666667,0.5000000000000001,window_4,You'll probably get one.,undefined,0,8,50,./stim/images/prob_50_5.png,0.5
might,4,1,You might get one.,probably,17.880466666666667,0,window_4,You'll probably get one.,undefined,1,8,90,./stim/images/prob_90_5.png,0
might,4,1,You might get one.,probably,17.880466666666667,0.84,window_4,You'll probably get one.,undefined,0,8,10,./stim/images/prob_10_2.png,0.16
might,4,1,You might get one.,probably,17.880466666666667,1,window_4,You'll probably get one.,undefined,0,8,100,./stim/images/prob_100_5.png,0
might,4,1,You might get one.,probably,17.880466666666667,0,aisle_4,You'll probably get one.,undefined,0.91,8,25,./stim/images/prob_25_2.png,0.08999999999999997
might,4,1,You might get one.,probably,17.880466666666667,0.07,aisle_4,You'll probably get one.,undefined,0,8,60,./stim/images/prob_60_2.png,0.9299999999999999
might,4,1,You might get one.,probably,17.880466666666667,0.62,window_4,You'll probably get one.,undefined,0,8,40,./stim/images/prob_40_1.png,0.38
might,4,1,You might get one.,probably,17.880466666666667,1,aisle_4,You'll probably get one.,undefined,0,8,0,./stim/images/prob_0_2.png,0
might,4,1,You might get one.,probably,17.880466666666667,0.8400000000000001,window_4,You'll probably get one.,undefined,0,8,10,./stim/images/prob_10_2.png,0.16
might,4,1,You might get one.,probably,17.880466666666667,1,window_4,You'll probably get one.,undefined,0,8,0,./stim/images/prob_0_2.png,0
might,4,1,You might get one.,probably,17.880466666666667,0.32999999999999985,aisle_4,You'll probably get one.,undefined,0,8,60,./stim/images/prob_60_3.png,0.67
might,4,1,You might get one.,probably,17.880466666666667,0.33999999999999997,window_4,You'll probably get one.,undefined,0,8,50,./stim/images/prob_50_3.png,0.66
might,4,1,You might get one.,probably,17.880466666666667,0.72,window_4,You'll probably get one.,undefined,0,8,25,./stim/images/prob_25_4.png,0.28
might,4,1,You might get one.,probably,17.880466666666667,0,aisle_4,You'll probably get one.,undefined,1,8,10,./stim/images/prob_10_5.png,0
might,4,1,You might get one.,probably,17.880466666666667,0.9099999999999999,aisle_4,You'll probably get one.,undefined,0,8,90,./stim/images/prob_90_1.png,0.09
might,4,1,You might get one.,probably,17.880466666666667,0,window_4,You'll probably get one.,undefined,1,8,90,./stim/images/prob_90_2.png,0
might,4,1,You might get one.,probably,17.880466666666667,0,aisle_4,You'll probably get one.,undefined,0.8,8,40,./stim/images/prob_40_3.png,0.20000000000000007
might,4,1,You might get one.,probably,17.880466666666667,1,aisle_4,You'll probably get one.,undefined,0,8,100,./stim/images/prob_100_3.png,0
might,4,1,You might get one.,probably,17.880466666666667,0,aisle_4,You'll probably get one.,undefined,0.92,8,25,./stim/images/prob_25_3.png,0.07999999999999996
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.3600000000000002,9,90,./stim/images/prob_90_3.png,0.6399999999999998
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.42000000000000004,9,25,./stim/images/prob_25_2.png,0.58
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.18999999999999984,9,100,./stim/images/prob_100_2.png,0.81
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.6499999999999999,9,75,./stim/images/prob_75_5.png,0.35
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.6,9,50,./stim/images/prob_50_5.png,0.4
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.7399999999999999,9,60,./stim/images/prob_60_3.png,0.26
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.22999999999999998,9,100,./stim/images/prob_100_4.png,0.77
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.5399999999999999,9,10,./stim/images/prob_10_2.png,0.46
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,1,9,0,./stim/images/prob_0_3.png,0
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.8,9,40,./stim/images/prob_40_4.png,0.2
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.36,9,10,./stim/images/prob_10_5.png,0.64
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.5300000000000001,9,25,./stim/images/prob_25_4.png,0.47
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.51,9,40,./stim/images/prob_40_1.png,0.49
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.69,9,10,./stim/images/prob_10_2.png,0.31000000000000005
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.5499999999999999,9,90,./stim/images/prob_90_4.png,0.45
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.68,9,60,./stim/images/prob_60_4.png,0.32
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.6599999999999999,9,90,./stim/images/prob_90_4.png,0.34
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.7399999999999999,9,50,./stim/images/prob_50_2.png,0.26
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.77,9,75,./stim/images/prob_75_1.png,0.22999999999999998
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0,9,0,./stim/images/prob_0_1.png,1
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.74,9,90,./stim/images/prob_90_2.png,0.26
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.6100000000000001,9,60,./stim/images/prob_60_5.png,0.39
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.66,9,50,./stim/images/prob_50_1.png,0.33
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.75,9,10,./stim/images/prob_10_4.png,0.25
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.5700000000000001,9,0,./stim/images/prob_0_5.png,0.43
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.5,9,40,./stim/images/prob_40_5.png,0.5
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.65,9,75,./stim/images/prob_75_1.png,0.34
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.72,9,40,./stim/images/prob_40_2.png,0.28
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.6000000000000001,9,25,./stim/images/prob_25_3.png,0.4
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.6799999999999999,9,60,./stim/images/prob_60_3.png,0.32
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0,9,100,./stim/images/prob_100_4.png,1
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.7899999999999999,9,25,./stim/images/prob_25_3.png,0.21
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.64,9,50,./stim/images/prob_50_4.png,0.36
might,4,1,You might get one.,probably,8.986166666666668,0,aisle_4,You'll probably get one.,undefined,0.81,9,75,./stim/images/prob_75_4.png,0.19
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.68,9,0,./stim/images/prob_0_3.png,0.32
might,4,1,You might get one.,probably,8.986166666666668,0,window_4,You'll probably get one.,undefined,0.7999999999999999,9,100,./stim/images/prob_100_1.png,0.2
